contigID	evalue	pident	fident	nident	mismatch	qcov	tcov	qstart	qend	qlen	tstart	tend	tlen	alnlen	bits	target	kingdom	phylum	class	order	family	genus	species
contig_6273	2.01E-255	75.1	0.751	0	348	0.452	0.473	708	2106	3098	1234	2642	2977	1409	891	tid|68887|KP343854.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_30674	2.68E-121	72.1	0.721	0	234	0.693	0.301	1210	359	1229	28	868	2794	852	444	tid|68887|KP343824.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_34347	1.82E-35	68.2	0.682	0	149	0.407	0.162	219	691	1163	1866	2336	2915	473	159	tid|93678|JX134046.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_21558	1.23E-113	70.6	0.706	0	282	0.657	0.327	1442	484	1459	1	961	2943	961	419	tid|93678|KY856742.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_6488	1.34E-240	74.3	0.743	0	342	0.442	0.358	6	1335	3006	71	1427	3792	1357	842	tid|68887|AB054648.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_33822	1.13E-305	81.6	0.816	0	203	0.944	0.316	1107	2	1172	1939	3048	3515	1110	1055	tid|2055263|MH649127.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Anelloviridae sp.
contig_10424	9.71E-101	70.5	0.705	0	239	0.376	0.304	2	817	2171	298	1107	2668	816	377	tid|2055263|MH649141.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Anelloviridae sp.
contig_41802	6.23E-48	81.3	0.813	0	40	0.204	0.064	77	293	1062	413	628	3349	217	200	tid|93678|MN165093.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_7169	0.00E+00	97.4	0.974	0	18	0.254	0.197	125	835	2796	97	801	3570	711	1182	tid|68887|KF545584.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_22197	1.08E-73	70.6	0.706	0	191	0.452	0.23	344	994	1439	264	917	2841	654	286	tid|2778524|MT210805.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Human anellovirus zj-ad 1
contig_25919	2.73E-37	81.6	0.816	0	33	0.134	0.063	1221	1044	1332	1	179	2861	179	165	tid|2055263|MH649045.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Anelloviridae sp.
contig_8612	9.89E-54	69.1	0.691	0	184	0.243	0.21	384	980	2453	293	889	2841	597	221	tid|2778524|MT210805.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Human anellovirus zj-ad 1
contig_21645	0.00E+00	99.6	0.996	0	6	1	0.394	1	1456	1456	1523	2978	3699	1456	2588	tid|687346|LC385662.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 7
contig_26562	7.54E-28	72.7	0.727	0	69	0.194	0.088	533	787	1315	989	1243	2900	255	134	tid|68887|MT506588.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_46055	4.12E-50	70.3	0.703	0	155	0.511	0.221	981	459	1023	458	979	2359	523	208	tid|68887|KP343852.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_15372	8.63E-168	74.1	0.741	0	248	0.552	0.341	1593	634	1740	587	1546	2814	960	599	tid|2055263|MH649006.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Anelloviridae sp.
contig_38908	5.50E-32	70.3	0.703	0	107	0.329	0.125	671	311	1096	2180	2546	2938	367	148	tid|93678|KX810064.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_47848	0.00E+00	98.5	0.985	0	15	0.996	0.497	1005	1	1009	598	1604	2028	1007	1736	tid|1214955|KJ452215.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Gyrovirus	Gyrovirus 4
contig_49946	4.29E-47	68.1	0.681	0	219	0.353	0.237	1021	1708	1948	1811	2501	2915	691	199	tid|2065036|MH017557.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 10
contig_14012	3.20E-72	70.7	0.707	0	178	0.333	0.374	1797	1188	1830	246	855	1633	610	282	tid|68887|KT163908.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_22018	8.40E-116	72.7	0.727	0	222	0.563	0.287	854	42	1444	1629	2444	2839	816	426	tid|2065036|MH017565.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 10
contig_9359	3.89E-86	70.3	0.703	0	220	0.32	0.262	2291	1550	2317	474	1221	2853	748	328	tid|93678|KF764702.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_25612	3.85E-69	67.1	0.671	0	312	0.71	0.358	1315	365	1340	152	1099	2651	951	271	tid|432261|MN165101.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno midi virus
contig_11020	9.00E-57	70.5	0.705	0	155	0.25	0.186	1476	2000	2102	1749	2273	2825	525	231	tid|93678|MN165097.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_7799	0.00E+00	83.6	0.836	0	347	0.806	0.752	509	2625	2627	1	2123	2824	2123	2228	tid|93678|KU243129.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_33967	2.15E-24	69	0.69	0	93	0.256	0.103	321	22	1170	1934	2233	2900	300	122	tid|68887|MT506588.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_49814	3.16E-81	68.1	0.681	0	338	0.411	0.431	1	1062	2583	291	1354	2471	1064	312	tid|68887|KT163899.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_40383	7.68E-121	94.4	0.944	0	16	0.265	0.088	1062	777	1079	135	420	3245	286	442	tid|68887|MT506589.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_40400	1.62E-79	97.2	0.972	0	5	0.169	0.062	898	1079	1079	1087	1268	2912	182	305	tid|93678|JX134044.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_49639	0.00E+00	99.2	0.992	0	12	0.477	0.515	3146	1645	3146	1413	2912	2912	1502	2641	tid|93678|JX134044.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_8416	1.78E-305	70.5	0.705	0	726	0.994	0.844	2489	17	2489	297	2757	2915	2473	1057	tid|2065036|MH017557.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 10
contig_20459	1.25E-25	66.2	0.662	0	160	0.316	0.16	1466	994	1499	856	1328	2952	473	127	tid|687375|AB038627.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 7
contig_11215	8.54E-149	74	0.74	0	225	0.419	0.298	2062	1192	2081	499	1366	2915	871	536	tid|93678|MK139485.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_35851	1.15E-34	66.9	0.669	0	199	0.529	0.207	244	846	1139	2018	2626	2938	609	156	tid|93678|KX810064.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_36742	4.66E-300	98.8	0.988	0	7	0.532	0.195	1124	527	1125	369	966	3072	598	1036	tid|68887|KF545582.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_45997	3.26E-58	82.4	0.824	0	43	0.238	0.084	19	261	1023	211	456	2915	246	234	tid|93678|MK139485.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_13393	3.50E-76	67.1	0.671	0	342	0.811	0.352	75	1114	1283	2	1044	2964	1043	294	tid|93678|MN165096.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_14584	1.12E-64	71.4	0.714	0	148	0.289	0.256	579	1095	1789	46	562	2016	517	257	tid|68887|KP343859.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_8872	2.69E-44	96.5	0.965	0	4	0.049	0.032	2401	2285	2403	143	258	3570	117	190	tid|68887|KF545584.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_9163	4.90E-61	68.4	0.684	0	256	0.347	0.276	1440	2254	2348	1880	2691	2938	815	245	tid|93678|KX810064.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_9685	3.38E-39	68.2	0.682	0	175	0.243	0.222	211	762	2269	426	977	2487	552	173	tid|1743410|KT027937.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Chimpanzee anellovirus
contig_46929	0.00E+00	91.4	0.914	0	84	0.966	0.492	19	999	1016	368	1345	1989	981	1381	tid|2055263|MH648942.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Anelloviridae sp.
contig_26624	0.00E+00	98.9	0.989	0	14	0.996	0.426	6	1314	1314	966	2274	3072	1309	2284	tid|68887|KF545582.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_43766	8.22E-263	97.2	0.972	0	15	0.523	0.215	1043	498	1043	1254	1799	2537	546	913	tid|68887|KP343822.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_9281	3.38E-80	69.8	0.698	0	237	0.339	0.277	2327	1538	2327	592	1378	2839	790	309	tid|2065036|MH017565.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 10
contig_11113	2.07E-31	72.2	0.722	0	79	0.136	0.1	554	838	2092	910	1194	2856	285	147	tid|1743411|KT027941.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Gorilla anellovirus
contig_9335	1.20E-38	75.3	0.753	0	61	0.106	0.096	1183	1429	2321	1429	1675	2563	247	171	tid|1743410|KT027935.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Chimpanzee anellovirus
contig_5833	1.70E-195	72.8	0.728	0	333	0.379	0.399	2476	1230	3291	1848	3072	3072	1247	692	tid|68887|KF545582.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_685	0.00E+00	99.4	0.994	0	9	1	0.54	1575	1	1575	152	1726	2919	1575	2787	tid|2055263|MK212032.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Anelloviridae sp.
contig_28092	0.00E+00	80.2	0.802	0	247	0.974	0.433	18	1265	1281	1136	2386	2892	1251	1113	tid|2065036|MH017546.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 10
contig_26972	3.86E-35	67.3	0.673	0	181	0.429	0.195	992	433	1306	674	1229	2856	560	158	tid|1743411|KT027941.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Gorilla anellovirus
contig_10357	4.17E-24	66.7	0.667	0	174	0.241	0.184	752	228	2180	1759	2283	2856	525	122	tid|1743411|KT027941.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Gorilla anellovirus
contig_27323	7.82E-250	76.1	0.761	0	293	0.949	0.34	1257	26	1298	1668	2893	3603	1232	870	tid|68887|JN980171.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_8313	1.95E-70	70.1	0.701	0	200	0.451	0.264	794	1463	1486	1450	2122	2550	673	276	tid|2055263|MH649229.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Anelloviridae sp.
contig_36473	1.63E-86	71.6	0.716	0	192	0.609	0.202	812	126	1129	1985	2661	3349	687	328	tid|93678|MN165093.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_30210	1.75E-66	68.8	0.688	0	256	0.669	0.333	98	925	1237	533	1354	2471	828	262	tid|68887|KT163899.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_17146	6.50E-186	72.4	0.724	0	348	0.769	0.434	41	1302	1641	1640	2931	2976	1292	659	tid|68887|KP343834.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_23561	2.92E-162	72.1	0.721	0	317	0.814	0.405	1391	256	1395	72	1207	2802	1136	580	tid|93678|MK212029.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_7355	5.42E-75	84	0.84	0	44	0.102	0.099	3	281	2744	64	351	2907	288	292	tid|93678|MK212031.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_8111	1.83E-135	70.6	0.706	0	336	0.448	0.395	1	1145	2553	238	1380	2895	1145	492	tid|2065036|MH017549.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 10
contig_8203	1.64E-207	95.8	0.958	0	19	0.18	0.985	185	639	2532	1	455	462	455	732	tid|432261|HQ677730.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno midi virus
contig_35169	2.78E-63	75.5	0.755	0	94	0.334	0.309	742	1125	1149	29	412	1241	384	251	tid|68887|KP343831.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_16851	1.77E-139	73	0.73	0	228	0.51	0.265	1644	800	1656	93	949	3230	857	505	tid|2065054|AB303564.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Gammatorquevirus	Torque teno midi virus 13
contig_6571	7.55E-118	70.2	0.702	0	285	0.333	0.338	1038	47	2981	1767	2722	2826	992	434	tid|68887|KF545585.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_22898	3.74E-181	81	0.81	0	132	0.49	0.197	577	1270	1415	1040	1733	3515	694	643	tid|2055263|MH649127.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Anelloviridae sp.
contig_10173	8.23E-119	74	0.74	0	186	0.326	0.235	1480	2197	2203	1873	2593	3072	721	437	tid|68887|KF545582.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_32356	5.33E-53	71.4	0.714	0	138	0.407	0.171	448	935	1199	1591	2072	2826	488	217	tid|68887|KF545585.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_14117	2.85E-76	71.1	0.711	0	177	0.337	0.217	658	45	1823	1592	2208	2841	617	295	tid|2778524|MT210805.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Human anellovirus zj-ad 1
contig_6711	0.00E+00	87.8	0.878	0	351	0.986	0.761	2898	18	2922	231	3114	3790	2884	3572	tid|687347|AB054647.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 8
contig_17385	1.10E-111	73.2	0.732	0	193	0.442	0.235	908	1627	1628	1869	2591	3072	723	413	tid|68887|KF545582.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_40927	4.68E-26	68.9	0.689	0	108	0.326	0.118	762	414	1072	974	1322	2952	349	128	tid|687375|AB038627.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 7
contig_7778	3.62E-94	69.1	0.691	0	302	0.371	0.333	8	984	2631	289	1265	2936	977	355	tid|68887|KP343819.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_25715	1.72E-70	72.7	0.727	0	147	0.404	0.164	541	2	1337	1981	2520	3302	540	276	tid|432261|MN165095.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno midi virus
contig_29277	0.00E+00	99.2	0.992	0	10	1	0.544	1255	1	1255	955	2209	2309	1255	2210	tid|1002273|KF436510.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Gyrovirus	Avian gyrovirus 2
contig_35520	6.47E-28	70.8	0.708	0	97	0.29	0.108	1000	669	1144	979	1310	3072	332	134	tid|68887|KF545582.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_38987	2.29E-57	75.6	0.756	0	82	0.321	0.128	2	352	1095	362	697	2622	351	232	tid|2055263|MH648957.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Anelloviridae sp.
contig_9065	6.93E-253	76.1	0.761	0	303	0.539	0.436	37	1310	2365	171	1440	2915	1274	882	tid|93678|MK139485.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_11182	1.15E-58	71	0.71	0	150	0.249	0.318	373	891	2086	73	591	1633	519	237	tid|68887|KT163908.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_17660	3.54E-91	71.7	0.717	0	194	0.426	0.27	1553	866	1615	297	990	2571	694	345	tid|2055263|MH649254.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Anelloviridae sp.
contig_18632	3.46E-74	70	0.7	0	208	0.441	0.248	847	1540	1572	1621	2314	2794	694	288	tid|2055263|MH649083.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Anelloviridae sp.
contig_7587	3.74E-128	71.3	0.713	0	292	0.379	0.342	1021	5	2683	1225	2242	2977	1018	468	tid|68887|KP343854.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_42090	2.30E-124	70.4	0.704	0	306	0.982	0.356	1059	19	1060	1720	2754	2908	1041	454	tid|687373|AB041962.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 5
contig_46346	1.80E-41	71.4	0.714	0	104	0.356	0.184	659	1021	1021	1203	1573	2016	371	179	tid|68887|KP343859.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_33693	1.71E-113	73.2	0.732	0	201	0.646	0.224	1171	413	1175	864	1613	3349	759	418	tid|93678|MN165093.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_8484	2.19E-127	75.5	0.755	0	165	0.273	0.219	6	681	2476	264	936	3072	676	466	tid|68887|KF545582.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_8505	9.07E-109	71.4	0.714	0	232	0.328	0.285	1407	2217	2471	1418	2228	2841	811	404	tid|2778524|MT210805.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Human anellovirus zj-ad 1
contig_12655	1.36E-111	72.3	0.723	0	208	0.389	0.261	10	762	1936	433	1191	2912	759	413	tid|2065038|EF538882.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 12
contig_30042	0.00E+00	95	0.95	0	62	1	0.374	1	1241	1241	1527	2767	3316	1241	1947	tid|2055263|MH649156.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Anelloviridae sp.
contig_7798	1.93E-77	93	0.93	0	14	0.077	0.08	1	202	2627	171	368	2471	202	300	tid|68887|KT163899.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
