"contig_id","contrast","onset_timeline_combined","estimate","SE","df","z.ratio","p.value","odds_ratio","conf.low.OR","conf.high.OR","p.adj"
"virus_comp_14463_cycle_1","CELIAC - CONTROL","t0-6",-30.6014775359644,NA,Inf,NA,NA,5.12798998160995e-14,NA,NA,NA
"virus_comp_14463_cycle_1","CELIAC - CONTROL","t0-12",-37.1518230944509,NA,Inf,NA,NA,7.33108470437689e-17,NA,NA,NA
"virus_comp_14463_cycle_1","CELIAC - CONTROL","t0-18",-32.5714245597214,NA,Inf,NA,NA,7.1517124761983e-15,NA,NA,NA
"virus_comp_14463_cycle_1","CELIAC - CONTROL","t0-24",-7.27347210446321,NA,Inf,NA,NA,0.000693699211339725,NA,NA,NA
"virus_comp_14463_cycle_1","CELIAC - CONTROL","t0-30",-31.612877145819,NA,Inf,NA,NA,1.8650990397282e-14,NA,NA,NA
"virus_comp_14463_cycle_1","CELIAC - CONTROL","t0-36",-36.0193930294719,NA,Inf,NA,NA,2.27497362387095e-16,NA,NA,NA
"virus_comp_14463_cycle_1","CELIAC - CONTROL","t0-over42",-45.6438990404453,NA,Inf,NA,NA,1.50351066885761e-20,NA,NA,NA
"virus_comp_14513_cycle_1","CELIAC - CONTROL","t0",-9.83031658541001,NA,Inf,NA,NA,5.37957233597822e-05,NA,NA,NA
"virus_comp_14513_cycle_1","CELIAC - CONTROL","t0-6",17.94571207618,NA,Inf,NA,NA,62190454.1814459,NA,NA,NA
"virus_comp_14513_cycle_1","CELIAC - CONTROL","t0-12",-52.2717386250881,NA,Inf,NA,NA,1.98917208359692e-23,NA,NA,NA
"virus_comp_14513_cycle_1","CELIAC - CONTROL","t0-18",11.483361154611,NA,Inf,NA,NA,97086.8438735454,NA,NA,NA
"virus_comp_14513_cycle_1","CELIAC - CONTROL","t0-24",-58.8844039502639,NA,Inf,NA,NA,2.67194979868676e-26,NA,NA,NA
"virus_comp_14513_cycle_1","CELIAC - CONTROL","t0-30",29.1569827102162,NA,Inf,NA,NA,4599564358276.12,NA,NA,NA
"virus_comp_14513_cycle_1","CELIAC - CONTROL","t0-36",31.9066491599874,NA,Inf,NA,NA,71925297383248.7,NA,NA,NA
"virus_comp_14513_cycle_1","CELIAC - CONTROL","t0-over42",20.9139611587285,NA,Inf,NA,NA,1210090707.62963,NA,NA,NA
"virus_comp_14666_cycle_1","CELIAC - CONTROL","t0",-0.223074023920005,NA,Inf,NA,NA,0.800055623849032,NA,NA,NA
"virus_comp_14666_cycle_1","CELIAC - CONTROL","t0-6",-38.6298955892833,NA,Inf,NA,NA,1.6720509582419e-17,NA,NA,NA
"virus_comp_14666_cycle_1","CELIAC - CONTROL","t0-12",30.1164706907289,NA,Inf,NA,NA,12006516869073.6,NA,NA,NA
"virus_comp_14666_cycle_1","CELIAC - CONTROL","t0-18",70.0690395932703,NA,Inf,NA,NA,2.69523878512e+30,NA,NA,NA
"virus_comp_14666_cycle_1","CELIAC - CONTROL","t0-24",-15.8170971637932,NA,Inf,NA,NA,1.35120729738297e-07,NA,NA,NA
"virus_comp_14666_cycle_1","CELIAC - CONTROL","t0-30",-20.5349485457291,NA,Inf,NA,NA,1.20721649377944e-09,NA,NA,NA
"virus_comp_14666_cycle_1","CELIAC - CONTROL","t0-36",2.72722409618929,NA,Inf,NA,NA,15.2903834206441,NA,NA,NA
"virus_comp_14666_cycle_1","CELIAC - CONTROL","t0-over42",2.06868318807035,NA,Inf,NA,NA,7.91439448400917,NA,NA,NA
"virus_comp_14703_cycle_1","CELIAC - CONTROL","t0",-1.59076808888902,NA,Inf,NA,NA,0.203769038876287,NA,NA,NA
"virus_comp_14703_cycle_1","CELIAC - CONTROL","t0-6",-4.23096764150195,NA,Inf,NA,NA,0.0145383158620925,NA,NA,NA
"virus_comp_14703_cycle_1","CELIAC - CONTROL","t0-12",32.5071963629744,NA,Inf,NA,NA,131128170684031,NA,NA,NA
"virus_comp_14703_cycle_1","CELIAC - CONTROL","t0-18",-40.0181631616473,NA,Inf,NA,NA,4.17188725367005e-18,NA,NA,NA
"virus_comp_14703_cycle_1","CELIAC - CONTROL","t0-24",-42.0724714308674,NA,Inf,NA,NA,5.34758649140551e-19,NA,NA,NA
"virus_comp_14703_cycle_1","CELIAC - CONTROL","t0-30",35.5043097307085,NA,Inf,NA,NA,2626187923066336,NA,NA,NA
"virus_comp_14703_cycle_1","CELIAC - CONTROL","t0-36",-47.9482234644534,NA,Inf,NA,NA,1.50089783906789e-21,NA,NA,NA
"virus_comp_14703_cycle_1","CELIAC - CONTROL","t0-over42",-10.1444365354797,NA,Inf,NA,NA,3.92940859368819e-05,NA,NA,NA
"virus_comp_14963_cycle_1","CELIAC - CONTROL","t0",28.1240602390889,NA,Inf,NA,NA,1637284575883.19,NA,NA,NA
"virus_comp_14963_cycle_1","CELIAC - CONTROL","t0-6",26.6506203245541,NA,Inf,NA,NA,375160707540.017,NA,NA,NA
"virus_comp_14963_cycle_1","CELIAC - CONTROL","t0-12",2.3479518252123,NA,Inf,NA,NA,10.464115423762,NA,NA,NA
"virus_comp_14963_cycle_1","CELIAC - CONTROL","t0-18",14.6666261436588,NA,Inf,NA,NA,2342258.38490784,NA,NA,NA
"virus_comp_14963_cycle_1","CELIAC - CONTROL","t0-24",-38.4695787933677,NA,Inf,NA,NA,1.96279168225506e-17,NA,NA,NA
"virus_comp_14963_cycle_1","CELIAC - CONTROL","t0-30",42.5892800899784,NA,Inf,NA,NA,3135373845960696832,NA,NA,NA
"virus_comp_14963_cycle_1","CELIAC - CONTROL","t0-36",35.3381030873234,NA,Inf,NA,NA,2224042959253048,NA,NA,NA
"virus_comp_14963_cycle_1","CELIAC - CONTROL","t0-over42",30.5643929461752,NA,Inf,NA,NA,18790883466840.4,NA,NA,NA
"virus_comp_15056_cycle_1","CELIAC - CONTROL","t0",55.5817328620481,NA,Inf,NA,NA,1.37670178847801e+24,NA,NA,NA
"virus_comp_15056_cycle_1","CELIAC - CONTROL","t0-6",21.3230816449497,NA,Inf,NA,NA,1821783211.59784,NA,NA,NA
"virus_comp_15056_cycle_1","CELIAC - CONTROL","t0-12",-0.982725157205344,NA,Inf,NA,NA,0.374289709461557,NA,NA,NA
"virus_comp_15056_cycle_1","CELIAC - CONTROL","t0-18",-33.1913044781209,NA,Inf,NA,NA,3.84768595439503e-15,NA,NA,NA
"virus_comp_15056_cycle_1","CELIAC - CONTROL","t0-24",-27.8518312641881,NA,Inf,NA,NA,8.01868902046581e-13,NA,NA,NA
"virus_comp_15056_cycle_1","CELIAC - CONTROL","t0-30",133.128906032515,NA,Inf,NA,NA,6.56370829330967e+57,NA,NA,NA
"virus_comp_15056_cycle_1","CELIAC - CONTROL","t0-36",-9.45378126821534,NA,Inf,NA,NA,7.83925807626528e-05,NA,NA,NA
"virus_comp_15056_cycle_1","CELIAC - CONTROL","t0-over42",-19.7731904555638,NA,Inf,NA,NA,2.58590458103155e-09,NA,NA,NA
"virus_comp_15100_cycle_1","CELIAC - CONTROL","t0",1.05042531404457,NA,Inf,NA,NA,2.85886677571796,NA,NA,NA
"virus_comp_15100_cycle_1","CELIAC - CONTROL","t0-6",-11.5465526120765,NA,Inf,NA,NA,9.6693196081442e-06,NA,NA,NA
"virus_comp_15100_cycle_1","CELIAC - CONTROL","t0-12",2.08259345799684,NA,Inf,NA,NA,8.02525511062545,NA,NA,NA
"virus_comp_15100_cycle_1","CELIAC - CONTROL","t0-18",-1.51979480553761,NA,Inf,NA,NA,0.218756770024997,NA,NA,NA
"virus_comp_15100_cycle_1","CELIAC - CONTROL","t0-24",22.0576632491736,NA,Inf,NA,NA,3797706805.09894,NA,NA,NA
"virus_comp_15100_cycle_1","CELIAC - CONTROL","t0-30",-2.57415214475489,NA,Inf,NA,NA,0.0762184175963552,NA,NA,NA
"virus_comp_15100_cycle_1","CELIAC - CONTROL","t0-36",-71.1826239694189,NA,Inf,NA,NA,1.21837001651684e-31,NA,NA,NA
"virus_comp_15100_cycle_1","CELIAC - CONTROL","t0-over42",-5.93988462123061,NA,Inf,NA,NA,0.00263233334887512,NA,NA,NA
"virus_comp_15228_cycle_1","CELIAC - CONTROL","t0",-2.61784177347158,3.25077237572148,Inf,-0.805298394013383,0.42064750832776,0.0729601575751277,NA,NA,0.912567719445071
"virus_comp_15228_cycle_1","CELIAC - CONTROL","t0-6",-2.8792843547226,5.09549909753427,Inf,-0.565064245839214,0.572030066502222,0.0561749497901416,NA,NA,0.999741286164189
"virus_comp_15228_cycle_1","CELIAC - CONTROL","t0-12",4.79653018681681,6.98969763136568,Inf,0.686228566639676,0.492568986420865,121.089529693472,NA,NA,0.820948310701441
"virus_comp_15228_cycle_1","CELIAC - CONTROL","t0-18",1.97583432475703,4.73986216628699,Inf,0.416854806203112,0.676784611929734,7.21263482396588,NA,NA,0.999741175255752
"virus_comp_15228_cycle_1","CELIAC - CONTROL","t0-24",0.805569861922288,4.80967677647739,Inf,0.167489396764056,0.866984989842862,2.23797147023071,NA,NA,0.999931390758161
"virus_comp_15228_cycle_1","CELIAC - CONTROL","t0-30",-0.204335231102121,5.00297890541266,Inf,-0.0408427129047164,0.967421287776385,0.815189048653528,NA,NA,0.998370258967019
"virus_comp_15228_cycle_1","CELIAC - CONTROL","t0-36",0.547939230180266,5.33995243028431,Inf,0.102611256810595,0.918271508360236,1.72968486019679,NA,NA,0.993851253830438
"virus_comp_15228_cycle_1","CELIAC - CONTROL","t0-over42",5.97919257094057,5.68814973298476,Inf,1.05116652191276,0.293182116088705,395.121206978148,NA,NA,0.687421937968343
"virus_comp_15234_cycle_1","CELIAC - CONTROL","t0",-20.1718139053998,NA,Inf,NA,NA,1.73577141042668e-09,NA,NA,NA
"virus_comp_15234_cycle_1","CELIAC - CONTROL","t0-6",244.83445761628,NA,Inf,NA,NA,2.13921247487965e+106,NA,NA,NA
"virus_comp_15234_cycle_1","CELIAC - CONTROL","t0-12",9.28122689648028,NA,Inf,NA,NA,10734.5940761818,NA,NA,NA
"virus_comp_15234_cycle_1","CELIAC - CONTROL","t0-18",158.912301482941,NA,Inf,NA,NA,1.03451225698228e+69,NA,NA,NA
"virus_comp_15234_cycle_1","CELIAC - CONTROL","t0-24",-90.2388207530774,NA,Inf,NA,NA,6.45324410696313e-40,NA,NA,NA
"virus_comp_15234_cycle_1","CELIAC - CONTROL","t0-30",-85.8595710221615,NA,Inf,NA,NA,5.14827914179734e-38,NA,NA,NA
"virus_comp_15234_cycle_1","CELIAC - CONTROL","t0-36",-118.491381994986,NA,Inf,NA,NA,3.46614435986334e-52,NA,NA,NA
"virus_comp_15234_cycle_1","CELIAC - CONTROL","t0-over42",-82.8939328010202,NA,Inf,NA,NA,9.99130924630404e-37,NA,NA,NA
"virus_comp_155_cycle_1","CELIAC - CONTROL","t0",-1.62810001563057,NA,Inf,NA,NA,0.196302191126402,NA,NA,NA
"virus_comp_155_cycle_1","CELIAC - CONTROL","t0-6",-2.37253816383413,NA,Inf,NA,NA,0.093243757739137,NA,NA,NA
"virus_comp_155_cycle_1","CELIAC - CONTROL","t0-12",-4.34181201902755,NA,Inf,NA,NA,0.0130129271555115,NA,NA,NA
"virus_comp_155_cycle_1","CELIAC - CONTROL","t0-18",-7.51256556503546,NA,Inf,NA,NA,0.000546178034401972,NA,NA,NA
"virus_comp_155_cycle_1","CELIAC - CONTROL","t0-24",2.33224176240873,NA,Inf,NA,NA,10.3010080812116,NA,NA,NA
"virus_comp_155_cycle_1","CELIAC - CONTROL","t0-30",0.41560472131343,NA,Inf,NA,NA,1.51528678990471,NA,NA,NA
"virus_comp_155_cycle_1","CELIAC - CONTROL","t0-36",-74.2154603810222,NA,Inf,NA,NA,5.86995922677732e-33,NA,NA,NA
"virus_comp_155_cycle_1","CELIAC - CONTROL","t0-over42",-52.5022800113401,NA,Inf,NA,NA,1.57960865163908e-23,NA,NA,NA
"virus_comp_159_cycle_1","CELIAC - CONTROL","t0",-2.16321623001481,NA,Inf,NA,NA,0.114954804752711,NA,NA,NA
"virus_comp_159_cycle_1","CELIAC - CONTROL","t0-6",-2.98381074550609,NA,Inf,NA,NA,0.0505996436346958,NA,NA,NA
"virus_comp_159_cycle_1","CELIAC - CONTROL","t0-12",-3.86984802738922,NA,Inf,NA,NA,0.0208615395669542,NA,NA,NA
"virus_comp_159_cycle_1","CELIAC - CONTROL","t0-18",-8.5173237951885,NA,Inf,NA,NA,0.000199973880951208,NA,NA,NA
"virus_comp_159_cycle_1","CELIAC - CONTROL","t0-24",2.26109352550369,NA,Inf,NA,NA,9.59357425098101,NA,NA,NA
"virus_comp_159_cycle_1","CELIAC - CONTROL","t0-30",0.122805762564292,NA,Inf,NA,NA,1.13066478218921,NA,NA,NA
"virus_comp_159_cycle_1","CELIAC - CONTROL","t0-36",-40.9776876157829,NA,Inf,NA,NA,1.59814576145124e-18,NA,NA,NA
"virus_comp_159_cycle_1","CELIAC - CONTROL","t0-over42",-30.9902637086611,NA,Inf,NA,NA,3.47615776480314e-14,NA,NA,NA
"virus_comp_160_cycle_1","CELIAC - CONTROL","t0",-3.2701192532003,NA,Inf,NA,NA,0.0380018949573537,NA,NA,NA
"virus_comp_160_cycle_1","CELIAC - CONTROL","t0-6",-33.38900427719,NA,Inf,NA,NA,3.15747329548787e-15,NA,NA,NA
"virus_comp_160_cycle_1","CELIAC - CONTROL","t0-12",-49.1708738428339,NA,Inf,NA,NA,4.41937464494197e-22,NA,NA,NA
"virus_comp_160_cycle_1","CELIAC - CONTROL","t0-18",-14.2969024320535,NA,Inf,NA,NA,6.17922722346957e-07,NA,NA,NA
"virus_comp_160_cycle_1","CELIAC - CONTROL","t0-24",-0.143139745950979,NA,Inf,NA,NA,0.866632951986862,NA,NA,NA
"virus_comp_160_cycle_1","CELIAC - CONTROL","t0-30",-1.9096032411596,NA,Inf,NA,NA,0.148139150454704,NA,NA,NA
"virus_comp_160_cycle_1","CELIAC - CONTROL","t0-36",-51.419482868142,NA,Inf,NA,NA,4.66447025598763e-23,NA,NA,NA
"virus_comp_160_cycle_1","CELIAC - CONTROL","t0-over42",-81.4310650136219,NA,Inf,NA,NA,4.31457287768711e-36,NA,NA,NA
"virus_comp_164_cycle_1","CELIAC - CONTROL","t0",-1.42195988531515,NA,Inf,NA,NA,0.241240749071676,NA,NA,NA
"virus_comp_164_cycle_1","CELIAC - CONTROL","t0-6",-4.42177516439298,NA,Inf,NA,NA,0.0120128884940485,NA,NA,NA
"virus_comp_164_cycle_1","CELIAC - CONTROL","t0-12",-5.19590174118649,NA,Inf,NA,NA,0.00553921912022081,NA,NA,NA
"virus_comp_164_cycle_1","CELIAC - CONTROL","t0-18",-11.8206375887562,NA,Inf,NA,NA,7.35126913103617e-06,NA,NA,NA
"virus_comp_164_cycle_1","CELIAC - CONTROL","t0-24",2.36835116912649,NA,Inf,NA,NA,10.6797686266549,NA,NA,NA
"virus_comp_164_cycle_1","CELIAC - CONTROL","t0-30",0.462458874603943,NA,Inf,NA,NA,1.58797381692091,NA,NA,NA
"virus_comp_164_cycle_1","CELIAC - CONTROL","t0-36",-41.3943854618175,NA,Inf,NA,NA,1.05352977002682e-18,NA,NA,NA
"virus_comp_164_cycle_1","CELIAC - CONTROL","t0-over42",-34.0528071529439,NA,Inf,NA,NA,1.62574999057009e-15,NA,NA,NA
"virus_comp_16559_cycle_1","CELIAC - CONTROL","t0",1.62241848463778,3.03248146886064,Inf,0.53501348690759,0.592640531231083,5.0653259277227,NA,NA,0.912567719445071
"virus_comp_16559_cycle_1","CELIAC - CONTROL","t0-6",4.89570135463659,4.46929752933082,Inf,1.09540734813634,0.273338216307819,133.713754497141,NA,NA,0.911127387692731
"virus_comp_16559_cycle_1","CELIAC - CONTROL","t0-12",9.39062098528539,3.45047300254682,Inf,2.72154599626025,0.00649773419354384,11975.5336538906,NA,NA,0.0363594112024651
"virus_comp_16559_cycle_1","CELIAC - CONTROL","t0-18",10.5085224230677,3.84559500405499,Inf,2.73261287576748,0.00628341371260987,36626.321334744,NA,NA,0.0628341371260987
"virus_comp_16559_cycle_1","CELIAC - CONTROL","t0-24",6.70175305298725,3.31774910201669,Inf,2.01996981896961,0.0433865182230923,813.831264696667,NA,NA,0.314741401724018
"virus_comp_16559_cycle_1","CELIAC - CONTROL","t0-30",5.6516909267464,3.36560132645671,Inf,1.67925145569647,0.0931030475045354,284.772588524242,NA,NA,0.232757618761339
"virus_comp_16559_cycle_1","CELIAC - CONTROL","t0-36",3.32145427113204,3.75994263240932,Inf,0.883378975653068,0.377031546274546,27.7006054715205,NA,NA,0.942578865686366
"virus_comp_16559_cycle_1","CELIAC - CONTROL","t0-over42",6.32355853298419,3.86084361746704,Inf,1.63786963667098,0.101448891112592,557.55353910046,NA,NA,0.507244455562958
"virus_comp_16658_cycle_1","CELIAC - CONTROL","t0",0.18446990737432,NA,Inf,NA,NA,1.20258079192674,NA,NA,NA
"virus_comp_16658_cycle_1","CELIAC - CONTROL","t0-6",-21.0196430319656,NA,Inf,NA,NA,7.43506928011889e-10,NA,NA,NA
"virus_comp_16658_cycle_1","CELIAC - CONTROL","t0-12",-27.8506025352276,NA,Inf,NA,NA,8.02854787157832e-13,NA,NA,NA
"virus_comp_16658_cycle_1","CELIAC - CONTROL","t0-18",-22.1343683201596,NA,Inf,NA,NA,2.43874267601956e-10,NA,NA,NA
"virus_comp_16658_cycle_1","CELIAC - CONTROL","t0-24",-33.9355667902494,NA,Inf,NA,NA,1.82797647676977e-15,NA,NA,NA
"virus_comp_16658_cycle_1","CELIAC - CONTROL","t0-30",30.7253165919249,NA,Inf,NA,NA,22071683028080,NA,NA,NA
"virus_comp_16658_cycle_1","CELIAC - CONTROL","t0-36",32.6988605478429,NA,Inf,NA,NA,158830791621374,NA,NA,NA
"virus_comp_16658_cycle_1","CELIAC - CONTROL","t0-over42",20.8233129840051,NA,Inf,NA,NA,1105223024.86208,NA,NA,NA
"virus_comp_16826_cycle_1","CELIAC - CONTROL","t0",-6.88218443152368,NA,Inf,NA,NA,0.00102590058614498,NA,NA,NA
"virus_comp_16826_cycle_1","CELIAC - CONTROL","t0-6",53.6669410538489,NA,Inf,NA,NA,2.02887999660341e+23,NA,NA,NA
"virus_comp_16826_cycle_1","CELIAC - CONTROL","t0-12",-49.5865047327487,NA,Inf,NA,NA,2.9164505538119e-22,NA,NA,NA
"virus_comp_16826_cycle_1","CELIAC - CONTROL","t0-18",-17.8685761385477,NA,Inf,NA,NA,1.7369046728349e-08,NA,NA,NA
"virus_comp_16826_cycle_1","CELIAC - CONTROL","t0-24",18.8985321136587,NA,Inf,NA,NA,161260578.349949,NA,NA,NA
"virus_comp_16826_cycle_1","CELIAC - CONTROL","t0-30",53.9784938264794,NA,Inf,NA,NA,2.77052459741458e+23,NA,NA,NA
"virus_comp_16826_cycle_1","CELIAC - CONTROL","t0-36",-29.5424771388514,NA,Inf,NA,NA,1.47864935047407e-13,NA,NA,NA
"virus_comp_16826_cycle_1","CELIAC - CONTROL","t0-over42",23.5850571102223,NA,Inf,NA,NA,17492833333.9232,NA,NA,NA
"virus_comp_16893_cycle_1","CELIAC - CONTROL","t0",-18.727405555838,NA,Inf,NA,NA,7.35853071066346e-09,NA,NA,NA
"virus_comp_16893_cycle_1","CELIAC - CONTROL","t0-6",-19.5901739260431,NA,Inf,NA,NA,3.10524280657591e-09,NA,NA,NA
"virus_comp_16893_cycle_1","CELIAC - CONTROL","t0-12",-5.87717704889434,NA,Inf,NA,NA,0.0028026859636011,NA,NA,NA
"virus_comp_16893_cycle_1","CELIAC - CONTROL","t0-18",-26.5526988467972,NA,Inf,NA,NA,2.93974331328158e-12,NA,NA,NA
"virus_comp_16893_cycle_1","CELIAC - CONTROL","t0-24",-19.6618184684377,NA,Inf,NA,NA,2.89055165649547e-09,NA,NA,NA
"virus_comp_16893_cycle_1","CELIAC - CONTROL","t0-30",0.847358185034064,NA,Inf,NA,NA,2.33347409508833,NA,NA,NA
"virus_comp_16893_cycle_1","CELIAC - CONTROL","t0-36",-19.8528195136612,NA,Inf,NA,NA,2.38797642519495e-09,NA,NA,NA
"virus_comp_16893_cycle_1","CELIAC - CONTROL","t0-over42",-19.1548226111573,NA,Inf,NA,NA,4.79917114937139e-09,NA,NA,NA
"virus_comp_169_cycle_1","CELIAC - CONTROL","t0",-4.01907203002003,NA,Inf,NA,NA,0.0179696324843127,NA,NA,NA
"virus_comp_169_cycle_1","CELIAC - CONTROL","t0-6",-0.134017162347714,NA,Inf,NA,NA,0.874575054713341,NA,NA,NA
"virus_comp_169_cycle_1","CELIAC - CONTROL","t0-12",-39.5913946060072,NA,Inf,NA,NA,6.39257440723057e-18,NA,NA,NA
"virus_comp_169_cycle_1","CELIAC - CONTROL","t0-18",-13.7455476412523,NA,Inf,NA,NA,1.0724684098619e-06,NA,NA,NA
"virus_comp_169_cycle_1","CELIAC - CONTROL","t0-24",12.6668656981167,NA,Inf,NA,NA,317066.147446983,NA,NA,NA
"virus_comp_169_cycle_1","CELIAC - CONTROL","t0-30",-21.4789943409977,NA,Inf,NA,NA,4.69668334784855e-10,NA,NA,NA
"virus_comp_169_cycle_1","CELIAC - CONTROL","t0-36",9.58687752376541,NA,Inf,NA,NA,14572.2967710837,NA,NA,NA
"virus_comp_169_cycle_1","CELIAC - CONTROL","t0-over42",28.2451663367729,NA,Inf,NA,NA,1848076227182.74,NA,NA,NA
"virus_comp_16955_cycle_1","CELIAC - CONTROL","t0",64.8848584951394,NA,Inf,NA,NA,1.51055312440577e+28,NA,NA,NA
"virus_comp_16955_cycle_1","CELIAC - CONTROL","t0-6",15.746956403623,NA,Inf,NA,NA,6899478.61468274,NA,NA,NA
"virus_comp_16955_cycle_1","CELIAC - CONTROL","t0-12",137.142456670809,NA,Inf,NA,NA,3.63255473382638e+59,NA,NA,NA
"virus_comp_16955_cycle_1","CELIAC - CONTROL","t0-18",107.747116027851,NA,Inf,NA,NA,6.22268664584726e+46,NA,NA,NA
"virus_comp_16955_cycle_1","CELIAC - CONTROL","t0-24",119.773760461006,NA,Inf,NA,NA,1.04011951551509e+52,NA,NA,NA
"virus_comp_16955_cycle_1","CELIAC - CONTROL","t0-30",15.8620824304017,NA,Inf,NA,NA,7741317.34272176,NA,NA,NA
"virus_comp_16955_cycle_1","CELIAC - CONTROL","t0-36",0.216556830421823,NA,Inf,NA,NA,1.24179365500579,NA,NA,NA
"virus_comp_16955_cycle_1","CELIAC - CONTROL","t0-over42",-122.940994961357,NA,Inf,NA,NA,4.04952690340782e-54,NA,NA,NA
"virus_comp_17138_cycle_1","CELIAC - CONTROL","t0",13.7185019745088,NA,Inf,NA,NA,907548.216200109,NA,NA,NA
"virus_comp_17138_cycle_1","CELIAC - CONTROL","t0-6",33.5625960147459,NA,Inf,NA,NA,376747385857880,NA,NA,NA
"virus_comp_17138_cycle_1","CELIAC - CONTROL","t0-12",56.1250188664566,NA,Inf,NA,NA,2.37020543920587e+24,NA,NA,NA
"virus_comp_17138_cycle_1","CELIAC - CONTROL","t0-18",2.24470094116057,NA,Inf,NA,NA,9.43759273885558,NA,NA,NA
"virus_comp_17138_cycle_1","CELIAC - CONTROL","t0-24",1.06293115227843,NA,Inf,NA,NA,2.89484379364319,NA,NA,NA
"virus_comp_17138_cycle_1","CELIAC - CONTROL","t0-30",-47.1084902454327,NA,Inf,NA,NA,3.47570281484073e-21,NA,NA,NA
"virus_comp_17138_cycle_1","CELIAC - CONTROL","t0-36",-33.9461921283479,NA,Inf,NA,NA,1.8086564314404e-15,NA,NA,NA
"virus_comp_17138_cycle_1","CELIAC - CONTROL","t0-over42",-36.8747048665807,NA,Inf,NA,NA,9.67206384513722e-17,NA,NA,NA
"virus_comp_17169_cycle_1","CELIAC - CONTROL","t0",0.678610071522514,NA,Inf,NA,NA,1.97113608914463,NA,NA,NA
"virus_comp_17169_cycle_1","CELIAC - CONTROL","t0-6",-7.78163120117064,NA,Inf,NA,NA,0.000417330868487188,NA,NA,NA
"virus_comp_17169_cycle_1","CELIAC - CONTROL","t0-12",0.508186694567829,NA,Inf,NA,NA,1.66227424952437,NA,NA,NA
"virus_comp_17169_cycle_1","CELIAC - CONTROL","t0-18",-27.4405826257093,NA,Inf,NA,NA,1.20977995804883e-12,NA,NA,NA
"virus_comp_17169_cycle_1","CELIAC - CONTROL","t0-24",-39.4744882782782,NA,Inf,NA,NA,7.18534399789578e-18,NA,NA,NA
"virus_comp_17169_cycle_1","CELIAC - CONTROL","t0-30",26.4221072750243,NA,Inf,NA,NA,298521345078.844,NA,NA,NA
"virus_comp_17169_cycle_1","CELIAC - CONTROL","t0-36",-3.91879436376015,NA,Inf,NA,NA,0.0198650303131276,NA,NA,NA
"virus_comp_17169_cycle_1","CELIAC - CONTROL","t0-over42",-3.65861947251004,NA,Inf,NA,NA,0.0257680617000862,NA,NA,NA
"virus_comp_17296_cycle_1","CELIAC - CONTROL","t0",-7.01349016734259,NA,Inf,NA,NA,0.000899663127629479,NA,NA,NA
"virus_comp_17296_cycle_1","CELIAC - CONTROL","t0-6",25.7134485589212,NA,Inf,NA,NA,146963274462.225,NA,NA,NA
"virus_comp_17296_cycle_1","CELIAC - CONTROL","t0-12",36.6967066661826,NA,Inf,NA,NA,8653209315549635,NA,NA,NA
"virus_comp_17296_cycle_1","CELIAC - CONTROL","t0-18",-17.4640810727863,NA,Inf,NA,NA,2.60283092802593e-08,NA,NA,NA
"virus_comp_17296_cycle_1","CELIAC - CONTROL","t0-24",-17.4854292999962,NA,Inf,NA,NA,2.54785401969746e-08,NA,NA,NA
"virus_comp_17296_cycle_1","CELIAC - CONTROL","t0-30",-36.8751282021022,NA,Inf,NA,NA,9.66797018350238e-17,NA,NA,NA
"virus_comp_17296_cycle_1","CELIAC - CONTROL","t0-36",-37.7262968930525,NA,Inf,NA,NA,4.12740833351111e-17,NA,NA,NA
"virus_comp_17296_cycle_1","CELIAC - CONTROL","t0-over42",-40.1136806723305,NA,Inf,NA,NA,3.7918385293449e-18,NA,NA,NA
"virus_comp_17302_cycle_1","CELIAC - CONTROL","t0",-17.1597933354507,NA,Inf,NA,NA,3.52855136489968e-08,NA,NA,NA
"virus_comp_17302_cycle_1","CELIAC - CONTROL","t0-6",-17.1509175079739,NA,Inf,NA,NA,3.56000958038054e-08,NA,NA,NA
"virus_comp_17302_cycle_1","CELIAC - CONTROL","t0-12",-3.84352024996529,NA,Inf,NA,NA,0.0214180715156388,NA,NA,NA
"virus_comp_17302_cycle_1","CELIAC - CONTROL","t0-18",-18.5846965862183,NA,Inf,NA,NA,8.48728575989884e-09,NA,NA,NA
"virus_comp_17302_cycle_1","CELIAC - CONTROL","t0-24",-33.2614703185552,NA,Inf,NA,NA,3.58696369187137e-15,NA,NA,NA
"virus_comp_17302_cycle_1","CELIAC - CONTROL","t0-30",4.93114884390096,NA,Inf,NA,NA,138.538580153279,NA,NA,NA
"virus_comp_17302_cycle_1","CELIAC - CONTROL","t0-36",-30.0810283116217,NA,Inf,NA,NA,8.62929655594345e-14,NA,NA,NA
"virus_comp_17302_cycle_1","CELIAC - CONTROL","t0-over42",24.688001829749,NA,Inf,NA,NA,52706352696.2124,NA,NA,NA
"virus_comp_174_cycle_1","CELIAC - CONTROL","t0",-4.63989223224646,NA,Inf,NA,NA,0.0096587384719992,NA,NA,NA
"virus_comp_174_cycle_1","CELIAC - CONTROL","t0-6",-0.104303771675273,NA,Inf,NA,NA,0.900951572279886,NA,NA,NA
"virus_comp_174_cycle_1","CELIAC - CONTROL","t0-12",-44.4469315574085,NA,Inf,NA,NA,4.97671633200436e-20,NA,NA,NA
"virus_comp_174_cycle_1","CELIAC - CONTROL","t0-18",-16.0127607779976,NA,Inf,NA,NA,1.11108261959072e-07,NA,NA,NA
