"effect","component","term","estimate","std.error","statistic","p.value","gene","timepoint","comparison"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-11.1064341075129,NA,NA,NA,"virus_comp_138_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-2.22701320273823,NA,NA,NA,"virus_comp_1390_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-22.6184910870751,NA,NA,NA,"virus_comp_1414_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",0.786251698298765,NA,NA,NA,"virus_comp_14463_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-3.1283075950246,NA,NA,NA,"virus_comp_14666_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-8.35475005752338,NA,NA,NA,"virus_comp_14963_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-10.3203414310342,NA,NA,NA,"virus_comp_15056_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-9.6011524073358,NA,NA,NA,"virus_comp_15100_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",2.56789015788508,7.09032833845326,0.362168017517403,0.71722647788113,"virus_comp_15228_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",118.929919885627,NA,NA,NA,"virus_comp_15234_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-4.84567375990357,NA,NA,NA,"virus_comp_155_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-4.84567375990357,NA,NA,NA,"virus_comp_159_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-5.56520390249566,NA,NA,NA,"virus_comp_160_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",1.91590276146131,NA,NA,NA,"virus_comp_16363_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",98.4755995171626,NA,NA,NA,"virus_comp_16393_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-4.84567375990357,NA,NA,NA,"virus_comp_164_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-0.530462231132104,5.35955364505612,-0.0989750763333481,0.921158059124406,"virus_comp_16559_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-3.86140335923274,NA,NA,NA,"virus_comp_16658_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-33.1072174793511,NA,NA,NA,"virus_comp_16692_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",1.4468442090545,NA,NA,NA,"virus_comp_16826_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-11.0231985331224,NA,NA,NA,"virus_comp_169_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-84.5835252095703,NA,NA,NA,"virus_comp_16955_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-22.3686515460979,NA,NA,NA,"virus_comp_17138_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-1.27623956096475,NA,NA,NA,"virus_comp_17169_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-9.99520386963197,NA,NA,NA,"virus_comp_17296_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-11.0231985331224,NA,NA,NA,"virus_comp_174_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-0.906312193205337,118624.939228494,-7.64014885149583e-06,0.999993904043189,"virus_comp_17776_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-8.72022698952102,NA,NA,NA,"virus_comp_17782_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-41.1324481835043,NA,NA,NA,"virus_comp_17783_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-85.7997201636664,NA,NA,NA,"virus_comp_17794_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-47.2272771271769,NA,NA,NA,"virus_comp_17810_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",0.591146745858819,NA,NA,NA,"virus_comp_17877_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",18.7997215354264,NA,NA,NA,"virus_comp_17932_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",0.210817288890683,NA,NA,NA,"virus_comp_17937_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-30.8686026822287,NA,NA,NA,"virus_comp_17971_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-6.74775426396847,NA,NA,NA,"virus_comp_18116_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-142.177249668373,NA,NA,NA,"virus_comp_18120_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-14.1716501712856,NA,NA,NA,"virus_comp_18132_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-4.5979684659047,NA,NA,NA,"virus_comp_18139_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-2.21053216659228,NA,NA,NA,"virus_comp_18153_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-1.3306306300684,NA,NA,NA,"virus_comp_18196_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-74.4344309995792,NA,NA,NA,"virus_comp_18200_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-254.197582641107,NA,NA,NA,"virus_comp_18259_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-32.2515484611081,NA,NA,NA,"virus_comp_18294_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-9.03022830608603,NA,NA,NA,"virus_comp_1888_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",620.72663158732,NA,NA,NA,"virus_comp_1898_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-4.6485681810877,NA,NA,NA,"virus_comp_1933_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-10.9966963525628,NA,NA,NA,"virus_comp_1935_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-792.786480105048,NA,NA,NA,"virus_comp_1965_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-3.13688165517114,NA,NA,NA,"virus_comp_1968_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-10.4688899705723,NA,NA,NA,"virus_comp_2060_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-142.70478615612,NA,NA,NA,"virus_comp_2063_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-1545.7666858756,NA,NA,NA,"virus_comp_2073_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",1.69097155733067,NA,NA,NA,"virus_comp_2088_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-2.6406336258593,NA,NA,NA,"virus_comp_2103_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-3.9906643595328,NA,NA,NA,"virus_comp_2106_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-24.5705130857085,NA,NA,NA,"virus_comp_2136_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-792.786480105048,NA,NA,NA,"virus_comp_2188_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",8.88997741272285,NA,NA,NA,"virus_comp_2204_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-66.7583241684324,NA,NA,NA,"virus_comp_2216_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-16.8394725160801,NA,NA,NA,"virus_comp_2239_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-10.2930417970733,NA,NA,NA,"virus_comp_2265_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",23.1142230391394,NA,NA,NA,"virus_comp_2273_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-25.0600791279422,NA,NA,NA,"virus_comp_2298_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-120.951134433138,NA,NA,NA,"virus_comp_230_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-21.3336572712214,NA,NA,NA,"virus_comp_2310_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",30.5170566721406,NA,NA,NA,"virus_comp_2332_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-1.55975676706959,NA,NA,NA,"virus_comp_2365_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-73.2651029262406,NA,NA,NA,"virus_comp_2375_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-142.70478615612,NA,NA,NA,"virus_comp_2391_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-6.93620807164092,NA,NA,NA,"virus_comp_2471_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-54.538961893912,NA,NA,NA,"virus_comp_2475_cycle_5","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-54.538961893912,NA,NA,NA,"virus_comp_2476_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-54.538961893912,NA,NA,NA,"virus_comp_2477_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-13.5227943006708,NA,NA,NA,"virus_comp_2551_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-24.1635404082714,NA,NA,NA,"virus_comp_2554_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-1.09873415432401,NA,NA,NA,"virus_comp_2589_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",6.06220895777002,NA,NA,NA,"virus_comp_2590_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",501.996647901253,NA,NA,NA,"virus_comp_2591_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-35.0516014387595,NA,NA,NA,"virus_comp_2640_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-3.57066102047167,NA,NA,NA,"virus_comp_2709_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-76.9046944545935,NA,NA,NA,"virus_comp_2739_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-1.70715942634204,NA,NA,NA,"virus_comp_288_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",0.786151688006437,NA,NA,NA,"virus_comp_289_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-9.3325161466603,NA,NA,NA,"virus_comp_2915_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-8.98292150249176,NA,NA,NA,"virus_comp_3_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-0.202672849918896,NA,NA,NA,"virus_comp_301_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-0.202672849918896,NA,NA,NA,"virus_comp_303_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-12.9561828709371,NA,NA,NA,"virus_comp_315_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-117.776990218679,NA,NA,NA,"virus_comp_316_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",0.0938401537487082,NA,NA,NA,"virus_comp_34_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-102.171277481133,NA,NA,NA,"virus_comp_3464_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-0.812639320809308,NA,NA,NA,"virus_comp_347_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-1.45702280488321,NA,NA,NA,"virus_comp_36_cycle_2","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",3.50879082909706,NA,NA,NA,"virus_comp_37_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-3.71469255967631,NA,NA,NA,"virus_comp_384_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-44.616677222733,NA,NA,NA,"virus_comp_4028_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-1.66274647262414,NA,NA,NA,"virus_comp_42_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-9.94917628794113,NA,NA,NA,"virus_comp_4442_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-72.3749356045218,NA,NA,NA,"virus_comp_4571_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",17.3792114323539,NA,NA,NA,"virus_comp_4826_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-72.3749356045218,NA,NA,NA,"virus_comp_4980_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-19.7065299212722,NA,NA,NA,"virus_comp_5098_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",0.271009488082735,5.3130487912686,0.051008281446259,0.959318921500669,"virus_comp_5117_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-3.5035557935807,NA,NA,NA,"virus_comp_5225_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",36.7886413935508,NA,NA,NA,"virus_comp_54_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-1.16625474823166,NA,NA,NA,"virus_comp_545_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-18.4176679857899,NA,NA,NA,"virus_comp_5552_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",224.170322215722,NA,NA,NA,"virus_comp_5629_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-4.61301996786561,NA,NA,NA,"virus_comp_586_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-142.70478615612,NA,NA,NA,"virus_comp_595_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-142.70478615612,NA,NA,NA,"virus_comp_597_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-11.1064341075129,NA,NA,NA,"virus_comp_6059_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-142.70478615612,NA,NA,NA,"virus_comp_608_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-5.75854665488146,NA,NA,NA,"virus_comp_6164_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-0.862294343597652,NA,NA,NA,"virus_comp_64_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-0.340146601773516,NA,NA,NA,"virus_comp_6559_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-349.743816365491,NA,NA,NA,"virus_comp_808_cycle_4","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-102.171277481133,NA,NA,NA,"virus_comp_809_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",-20.3734671061799,8799.59564031325,-0.00231527310332803,0.998152680987235,"virus_comp_8200_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",40.545355017171,NA,NA,NA,"virus_comp_95_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-6",2.45286674663102,6.99986363554991,0.350416361566496,0.726026249107057,"virus_comp_99_cycle_1","t0-6","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",15.0861718692449,NA,NA,NA,"edge_16","t0-12","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",61.7070116274002,NA,NA,NA,"edge_1732","t0-12","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",236.997688838755,NA,NA,NA,"edge_1847","t0-12","CELIAC_vs_CONTROL"
"fixed","cond","Dx.StatusCELIAC:onset_timeline_combinedt0-12",17.6795528712793,NA,NA,NA,"edge_187","t0-12","CELIAC_vs_CONTROL"
