"orf_id","coefficient","value","model"
"edge_1468_32","feeding_first_yearBreastmilk_and_formula",-0.559446583122268,"limma_voom"
"edge_1468_32","Delivery.ModeC.Section",-0.837847583012485,"limma_voom"
"edge_1468_32","Dx.StatusCELIAC.onset_timeline_combinedt0.6",-0.839589481641336,"limma_voom"
"edge_1468_32","Dx.StatusCELIAC.onset_timeline_combinedt0.12",-1.84345390557872,"limma_voom"
"edge_1468_32","Dx.StatusCELIAC.onset_timeline_combinedt0.18",1.90104479349383,"limma_voom"
"edge_1468_32","Dx.StatusCELIAC.onset_timeline_combinedt0.24",0.29049982016683,"limma_voom"
"edge_1468_32","Dx.StatusCELIAC.onset_timeline_combinedt0.30",-1.47105249661984,"limma_voom"
"edge_1468_32","Dx.StatusCELIAC.onset_timeline_combinedt0.36",2.59897389308944,"limma_voom"
"edge_1468_32","Dx.StatusCELIAC.onset_timeline_combinedt0.over42",0.225537637438056,"limma_voom"
"edge_1468_32","AveExpr",0.40978831043759,"limma_voom"
"edge_1468_32","F",1.48869769994558,"limma_voom"
"edge_1468_32","P.Value",0.0673840238646445,"limma_voom"
"edge_1468_32","adj.P.Val",0.250223341738178,"limma_voom"
"edge_1468_33","Dx.StatusCELIAC",-0.0286112677897713,"limma_voom"
"edge_1468_33","onset_timeline_combinedt0.6",0.646073611754339,"limma_voom"
"edge_1468_33","onset_timeline_combinedt0.12",0.239012700745261,"limma_voom"
"edge_1468_33","onset_timeline_combinedt0.18",-0.644256426927525,"limma_voom"
"edge_1468_33","onset_timeline_combinedt0.24",0.0180095751269502,"limma_voom"
"edge_1468_33","onset_timeline_combinedt0.30",1.94379320523476,"limma_voom"
"edge_1468_33","onset_timeline_combinedt0.36",-0.107640561555599,"limma_voom"
"edge_1468_33","onset_timeline_combinedt0.over42",0.595080300425989,"limma_voom"
"edge_1468_33","SexMale",-1.05833044155038,"limma_voom"
"edge_1468_33","Age.at.Gluten.Introduction..months.",-0.081631356585003,"limma_voom"
"edge_1468_33","HLA.CategoryHigh.Risk",-1.72528064036567,"limma_voom"
"edge_1468_33","HLA.CategoryLow.No.Risk",-0.275695930629568,"limma_voom"
"edge_1468_33","feeding_first_yearFormula",0.530215495730728,"limma_voom"
"edge_1468_33","feeding_first_yearBreastmilk_and_formula",-0.18570968688664,"limma_voom"
"edge_1468_33","Delivery.ModeC.Section",0.30423517498847,"limma_voom"
"edge_1468_33","Dx.StatusCELIAC.onset_timeline_combinedt0.6",-1.36327754781858,"limma_voom"
"edge_1468_33","Dx.StatusCELIAC.onset_timeline_combinedt0.12",-1.48318019473769,"limma_voom"
"edge_1468_33","Dx.StatusCELIAC.onset_timeline_combinedt0.18",0.939679118833658,"limma_voom"
"edge_1468_33","Dx.StatusCELIAC.onset_timeline_combinedt0.24",-0.110254126760431,"limma_voom"
"edge_1468_33","Dx.StatusCELIAC.onset_timeline_combinedt0.30",-1.45799661625248,"limma_voom"
"edge_1468_33","Dx.StatusCELIAC.onset_timeline_combinedt0.36",1.52501536382088,"limma_voom"
"edge_1468_33","Dx.StatusCELIAC.onset_timeline_combinedt0.over42",-0.217306473761078,"limma_voom"
"edge_1468_33","AveExpr",0.235464085110497,"limma_voom"
"edge_1468_33","F",1.08948129266068,"limma_voom"
"edge_1468_33","P.Value",0.350428208073741,"limma_voom"
