"orf_id","effect","component","group","term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"edge_1847_24","ran_pars","cond","patientID","sd__(Intercept)",29.7115291999768,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"(Intercept)",127.124265796752,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"Dx.StatusCELIAC",12.3473865480235,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"onset_timeline_combinedt0-6",53.7187175821192,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"onset_timeline_combinedt0-12",-67.9513369236257,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"onset_timeline_combinedt0-18",-28.5392961894352,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"onset_timeline_combinedt0-24",36.5329310040416,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"onset_timeline_combinedt0-30",47.5261208697235,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"onset_timeline_combinedt0-36",20.0136628038088,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"onset_timeline_combinedt0-over42",-0.79572842889352,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"SexMale",-13.8050140122778,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",-27.981228796547,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"HLA.CategoryHigh Risk",70.9265920730615,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"HLA.CategoryLow/No Risk",-36.8205131397537,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"feeding_first_yearFormula",-28.5353208668891,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",-44.5184188263862,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"Delivery.ModeC-Section",-27.1578059028892,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",-160.335901137812,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",97.9261515546218,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",-1.31639303745509,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",-57.4930569863391,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",16.3989853924711,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",-44.55866256373,NA,NA,NA,NA,NA
"edge_187_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",0.810919765018399,NA,NA,NA,NA,NA
"edge_187_1","ran_pars","cond","patientID","sd__(Intercept)",225.402239570552,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"(Intercept)",-12.6888495836799,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"Dx.StatusCELIAC",-63.1055474021812,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"onset_timeline_combinedt0-6",-4.5731640754368e-07,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"onset_timeline_combinedt0-12",-14.5861912489491,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"onset_timeline_combinedt0-18",-28.825448243305,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"onset_timeline_combinedt0-24",31.1587156231654,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"onset_timeline_combinedt0-30",31.1587067635875,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"onset_timeline_combinedt0-36",35.3603264420176,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"onset_timeline_combinedt0-over42",-1.10523121340359,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"SexMale",34.4910707957674,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",-2.68657243605486,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"HLA.CategoryHigh Risk",33.5241832800022,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"HLA.CategoryLow/No Risk",-63.5247442354666,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"feeding_first_yearFormula",-84.3922025087287,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",-32.8421085964847,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"Delivery.ModeC-Section",22.7477520743492,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",-17.7565785753222,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",77.1965423242792,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",-6.97215199168476,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",-7.22522295192579,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-7.29579344253065,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",-35.9124455364621,NA,NA,NA,NA,NA
"edge_187_11","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-0.547555202965732,NA,NA,NA,NA,NA
"edge_187_11","ran_pars","cond","patientID","sd__(Intercept)",9.47288474920432,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"(Intercept)",0.609178344438456,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"Dx.StatusCELIAC",-52.7566448145519,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"onset_timeline_combinedt0-6",1.19860450809577,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"onset_timeline_combinedt0-12",0.494257766639395,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"onset_timeline_combinedt0-18",-20.3137500760965,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"onset_timeline_combinedt0-24",3.33343680904311,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"onset_timeline_combinedt0-30",2.20529696331949,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"onset_timeline_combinedt0-36",3.78062877104563,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"onset_timeline_combinedt0-over42",-15.7338783739949,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"SexMale",0.704161821807895,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",-0.344104518086867,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"HLA.CategoryHigh Risk",1.06598884430754,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"HLA.CategoryLow/No Risk",-88.2946318245231,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"feeding_first_yearFormula",-2.2511796318276,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",-2.85884872641425,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"Delivery.ModeC-Section",-0.0104100489839504,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",-7.00050719573351,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",53.3434192274833,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",5.76410149121737,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",-36.9085832494655,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-14.7990078398701,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",-36.3280982815197,NA,NA,NA,NA,NA
"edge_187_2","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-0.281687280046547,NA,NA,NA,NA,NA
"edge_187_2","ran_pars","cond","patientID","sd__(Intercept)",4.45148717045033e-10,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"(Intercept)",2.57377075661189,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"Dx.StatusCELIAC",-0.685490541645825,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"onset_timeline_combinedt0-6",1.24650502686654,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"onset_timeline_combinedt0-12",0.7406468084423,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"onset_timeline_combinedt0-18",-18.9858178727824,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"onset_timeline_combinedt0-24",1.90725169907352,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"onset_timeline_combinedt0-30",2.25791307147237,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"onset_timeline_combinedt0-36",2.25791307147237,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"onset_timeline_combinedt0-over42",-24.6506120289569,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"SexMale",-0.747590945701884,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",-0.750973494301077,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"HLA.CategoryHigh Risk",2.87382915099831,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"HLA.CategoryLow/No Risk",-32.511058178366,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"feeding_first_yearFormula",-1.5548979367091,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",-2.72721751299036,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"Delivery.ModeC-Section",0.497708606542896,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",-34.6515359068885,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",0.983106581788232,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",-2.30821105171428,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",-41.4267338380811,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-44.0360602401811,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",-44.0360602401811,NA,NA,NA,NA,NA
"edge_187_3","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-10.5331828427344,NA,NA,NA,NA,NA
"edge_187_3","ran_pars","cond","patientID","sd__(Intercept)",0.984854658360578,NA,NA,NA,NA,NA
"edge_187_4","fixed","cond",NA,"(Intercept)",4.3302061847428,6.32101804198194,0.685048857001059,0.493313091316212,-8.05876152316969,16.7191738926553
"edge_187_4","fixed","cond",NA,"Dx.StatusCELIAC",-1.72989622264692,2.54135340645346,-0.680698803343941,0.496062093689734,-6.71085737128389,3.25106492599005
"edge_187_4","fixed","cond",NA,"onset_timeline_combinedt0-6",0.38812527372099,1.3765355813488,0.281958039428726,0.777975685082645,-2.30983488916057,3.08608543660255
"edge_187_4","fixed","cond",NA,"onset_timeline_combinedt0-12",-25.9001102598861,415823.142679128,-6.22863607181962e-05,0.999950302674466,-815024.28369961,814972.48347909
"edge_187_4","fixed","cond",NA,"onset_timeline_combinedt0-18",-19.9983886975394,23512.6713793803,-0.000850536647872229,0.999321370022087,-46103.9874726086,46063.9906952136
"edge_187_4","fixed","cond",NA,"onset_timeline_combinedt0-24",1.00430834700893,1.84243041339207,0.545099744179705,0.58568491863127,-2.60678890726078,4.61540560127863
"edge_187_4","fixed","cond",NA,"onset_timeline_combinedt0-30",1.65754135537405,2.06806332757644,0.801494486784656,0.422845434506868,-2.39578828442384,5.71087099517194
"edge_187_4","fixed","cond",NA,"onset_timeline_combinedt0-36",3.52939088867155,2.30712066989408,1.52978166019967,0.126070782641118,-0.992482532308774,8.05126430965186
"edge_187_4","fixed","cond",NA,"onset_timeline_combinedt0-over42",-19.1498901265906,88029.6902021959,-0.000217538992612664,0.999826428997791,-172554.172256649,172515.872476396
"edge_187_4","fixed","cond",NA,"SexMale",-1.14863348403134,2.25146461996757,-0.510171678401898,0.60993119196105,-5.56142305163393,3.26415608357124
"edge_187_4","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",-1.00571499253157,0.972522869365052,-1.03412991530799,0.301075432721431,-2.91182479062862,0.900394805565484
"edge_187_4","fixed","cond",NA,"HLA.CategoryHigh Risk",3.19769626908541,2.72117203114278,1.17511727758811,0.239947799228025,-2.13570290769214,8.53109544586296
"edge_187_4","fixed","cond",NA,"HLA.CategoryLow/No Risk",3.66435995728118,4.04129514891592,0.906729110904991,0.364550065154985,-4.25643298549045,11.5851529000528
"edge_187_4","fixed","cond",NA,"feeding_first_yearFormula",-0.971345623808716,1.93881542949766,-0.500999532513721,0.616371451925833,-4.77135403829468,2.82866279067725
"edge_187_4","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",-2.17648985339815,2.28306877752522,-0.95331769012995,0.340429131088233,-6.65122243157548,2.29824272477917
"edge_187_4","fixed","cond",NA,"Delivery.ModeC-Section",-0.153047041601489,1.66808531962551,-0.0917501280065506,0.926896568931679,-3.42243419120748,3.1163401080045
"edge_187_4","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",-30.2501313643411,1733841.98844766,-1.74468789923727e-05,0.999986079404618,-3398298.10237209,3398237.60210936
"edge_187_4","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",28.1995898847588,415823.142688366,6.78163069579142e-05,0.999945890415749,-814970.184017573,815026.583197342
"edge_187_4","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",-2.8575641342271,177774.904885237,-1.60740580121351e-05,0.999987174757283,-348435.268494232,348429.553365964
"edge_187_4","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",-22.3562943951051,223365.87898117,-0.000100088225189443,0.999920141150537,-437811.43447262,437766.72188383
"edge_187_4","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-28.3029838735209,2886660.12403771,-9.80475104701005e-06,0.999992176940517,-5657778.1817057,5657721.57573796
"edge_187_4","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",-30.8559681640042,4057028.85627778,-7.60555797286436e-06,0.999993931642717,-7951661.29851233,7951599.586576
"edge_187_4","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-6.860122765073,2440846.34669436,-2.81055084617009e-06,0.999997757504873,-4783977.79143988,4783964.07119435
"edge_187_4","ran_pars","cond","patientID","sd__(Intercept)",1.92975556139036,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"(Intercept)",4.18250346711799,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"Dx.StatusCELIAC",-1.16473245404433,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"onset_timeline_combinedt0-6",0.346208273645527,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"onset_timeline_combinedt0-12",-71.5449745822096,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"onset_timeline_combinedt0-18",-41.8135645308232,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"onset_timeline_combinedt0-24",0.756939195191483,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"onset_timeline_combinedt0-30",1.08969110758173,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"onset_timeline_combinedt0-36",1.08966719247381,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"onset_timeline_combinedt0-over42",-69.5279569342999,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"SexMale",-0.995220639771347,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",-0.834814448703127,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"HLA.CategoryHigh Risk",2.1901492882835,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"HLA.CategoryLow/No Risk",2.48331541524682,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"feeding_first_yearFormula",-0.537948536535181,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",-1.3937652206152,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"Delivery.ModeC-Section",-0.42773833865195,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",-51.6599490644197,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",73.0233430441119,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",-3.84230291257547,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",-52.4641775885636,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",1.5551296797824,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",-63.1589798933801,NA,NA,NA,NA,NA
"edge_187_5","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-13.7887310364726,NA,NA,NA,NA,NA
"edge_187_5","ran_pars","cond","patientID","sd__(Intercept)",0.000175474893755407,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"(Intercept)",48.0289899736925,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"Dx.StatusCELIAC",-13.1996279133216,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"onset_timeline_combinedt0-6",0.169341526884444,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"onset_timeline_combinedt0-12",-38.3189129416621,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"onset_timeline_combinedt0-18",-19.1687172496395,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"onset_timeline_combinedt0-24",-26.2304372206702,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"onset_timeline_combinedt0-30",18.5254341574843,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"onset_timeline_combinedt0-36",31.7025282013914,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"onset_timeline_combinedt0-over42",-4.32379819166377,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"SexMale",2.57213245900003,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",-9.48686633008129,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"HLA.CategoryHigh Risk",32.1558537300016,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"HLA.CategoryLow/No Risk",15.7213324378462,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"feeding_first_yearFormula",-18.8216461958798,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",-21.7084394725088,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"Delivery.ModeC-Section",-2.5202491406892,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",-38.8477688441843,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",56.2634711184936,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",-1.0078476912504,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",1.33551894932406,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-28.8737930884025,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",-56.85022715765,NA,NA,NA,NA,NA
"edge_187_6","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-2.26188468436689,NA,NA,NA,NA,NA
"edge_187_6","ran_pars","cond","patientID","sd__(Intercept)",30.4639421613619,NA,NA,NA,NA,NA
"edge_187_7","fixed","cond",NA,"(Intercept)",417.697970649364,NA,NA,NA,NA,NA
"edge_187_7","fixed","cond",NA,"Dx.StatusCELIAC",-18.1213536169601,NA,NA,NA,NA,NA
