contigID	superkingdom	phylum	class	order	family	genus	species
virus_comp_606_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_608_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_611_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_619_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1983_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_1984_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_2054_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2055_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2056_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2057_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_2060_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2061_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2063_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp. ctUTL4
virus_comp_2066_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2080_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2082_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_2084_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2087_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2089_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2090_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_2091_cycle_1	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Paprika mild mottle virus
virus_comp_2092_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_2093_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_2127_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2130_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_2131_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2132_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2133_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2134_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2135_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Kagunavirus	NA
virus_comp_8063_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_8065_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_8074_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_8087_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_8089_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_8095_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_8218_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Mudcatvirus	NA
virus_comp_8225_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_8236_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Oengusvirus	NA
virus_comp_8245_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Salasmaviridae	NA	NA
virus_comp_8308_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Siphoviridae sp. ctuy39
virus_comp_8315_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_8330_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_8333_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_8343_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Intestiviridae	Endlipuvirus	NA
virus_comp_8348_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1410_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1412_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1414_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1415_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1420_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1421_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1916_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_1922_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1924_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1927_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1929_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_3623_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Lubbockvirus	NA
virus_comp_3629_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_2441_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Arawnvirus	NA
virus_comp_2442_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Arawnvirus	NA
virus_comp_2443_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2445_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2446_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2448_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2450_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_2451_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_2452_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_2334_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_2336_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_2337_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_2338_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2339_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_2340_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2342_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2343_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Crevaviridae	Kingevirus	NA
virus_comp_2344_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2345_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_4822_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_4823_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4826_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_4827_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4830_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_4835_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_1640_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1641_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Podoviridae sp. ctwV53
virus_comp_1644_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Kenyattavirus	NA
virus_comp_1645_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1648_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1651_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Gordonvirus	NA
virus_comp_1654_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1660_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4210_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4214_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4215_cycle_1	Viruses	NA	NA	NA	Anelloviridae	Betatorquevirus	TTV-like mini virus
virus_comp_4216_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Salasmaviridae	Cepunavirus	NA
virus_comp_4226_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2937_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Oengusvirus	NA
virus_comp_2938_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_2939_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2941_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2945_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_1179_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1181_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1182_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1183_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1184_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1185_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1186_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1188_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Kagunavirus	NA
virus_comp_1189_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_724_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Cecivirus	NA
virus_comp_725_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_727_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_731_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_745_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	NA	NA
virus_comp_7556_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_7586_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_7591_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_7593_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_7598_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microvirus sp.
virus_comp_7606_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_7608_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_16580_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_16586_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_16594_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Svunavirus	NA
virus_comp_16601_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_16603_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_16860_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	NA
virus_comp_16862_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_16865_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_16869_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_16870_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Afonbuvirus	Afonbuvirus coli
virus_comp_16879_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Limdunavirus	NA
virus_comp_16881_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_12923_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_12933_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Picardvirus	NA
virus_comp_12950_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_12952_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_12963_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_12981_cycle_1	Viruses	NA	NA	NA	NA	NA	Bacteriophage sp.
virus_comp_13043_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13046_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13055_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_13063_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Limdunavirus	NA
virus_comp_13103_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13104_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_13143_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_13146_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Salasmaviridae	Cepunavirus	NA
virus_comp_13239_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13288_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13296_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13305_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13306_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	Skunavirus P680
virus_comp_13439_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Eponavirus	NA
virus_comp_13460_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	Skunavirus LP1502a
virus_comp_13470_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13475_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13480_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_13500_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13507_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_13508_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_1380_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1382_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_1383_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1385_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Rountreeviridae	Rosenblumvirus	NA
virus_comp_1386_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1388_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Astrithrvirus	NA
virus_comp_1744_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1749_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1750_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1753_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1761_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1767_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4281_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Bohxovirus	NA
virus_comp_4289_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4299_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_4303_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Oengusvirus	NA
virus_comp_4305_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1097_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1099_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_1102_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1103_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1104_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1105_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_1106_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Guelinviridae	Capvunavirus	NA
virus_comp_1109_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_3522_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_3527_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_3528_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_3531_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_3534_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_3535_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_270_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Crevaviridae	Junduvirus	NA
virus_comp_271_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Crevaviridae	Junduvirus	Junduvirus communis
virus_comp_277_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Intestiviridae	Jahgtovirus	NA
virus_comp_279_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Intestiviridae	Jahgtovirus	NA
virus_comp_14162_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Magiavirus	NA
virus_comp_14164_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14296_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14297_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14319_cycle_1	Viruses	Uroviricota	Caudoviricetes	Crassvirales	NA	NA	CrAss-like virus sp
virus_comp_14340_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Herelleviridae	Nitunavirus	NA
virus_comp_14342_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_14344_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14348_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Skunavirus	Lactococcus phage 4R15L
virus_comp_14441_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14461_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14489_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_14501_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14507_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Titanvirus	NA
virus_comp_14513_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14515_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Limdunavirus	NA
virus_comp_14581_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Phifelvirus	NA
virus_comp_14660_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14661_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14666_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14676_cycle_1	Viruses	NA	NA	NA	NA	NA	NA
virus_comp_14810_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14814_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Ceduovirus	NA
virus_comp_14824_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14825_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_14870_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14877_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_14891_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_14924_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_14933_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_3093_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_3094_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_3098_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_3104_cycle_1	Viruses	Taleaviricota	Tokiviricetes	NA	NA	NA	NA
virus_comp_3108_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_3109_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_3114_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	Salasmaviridae	Harambevirus	NA
virus_comp_2155_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Arawnvirus	NA
virus_comp_2158_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_2159_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	NA
virus_comp_2160_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2163_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2165_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2166_cycle_1	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	NA	Microviridae sp.
virus_comp_2167_cycle_1	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	NA
virus_comp_2202_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_2205_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Lentavirus	NA
virus_comp_2253_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_5182_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_5198_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
virus_comp_5199_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Lagaffevirus	NA
virus_comp_5202_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Eponavirus	NA
virus_comp_5203_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	NA	NA
virus_comp_5261_cycle_1	Viruses	Uroviricota	Caudoviricetes	NA	NA	Lubbockvirus	NA
