contigID	evalue	pident	fident	nident	mismatch	qcov	tcov	qstart	qend	qlen	tstart	tend	tlen	alnlen	bits	target	kingdom	phylum	class	order	family	genus	species
contig_3069	0.00E+00	98.7	0.987	0	112	1	0.966	8633	1	8633	195	8826	8937	8633	14976	tid|2754858|MN609855.1	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	unclassified Picornaviridae genus	Leveillula taurica associated picorna-like virus 1
contig_9184	0.00E+00	97.6	0.976	0	56	0.998	0.315	1	2340	2344	5001	7339	7434	2340	3939	tid|86107|MN845869.1	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus A
contig_11106	0.00E+00	97.4	0.974	0	54	1	0.284	2093	1	2093	4995	7087	7363	2093	3509	tid|31704|MH111070.1	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus A
contig_17084	0.00E+00	98.1	0.981	0	31	1	0.221	1	1644	1644	699	2342	7434	1644	2808	tid|86107|MN845868.1	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus A
contig_29259	0.00E+00	97.9	0.979	0	26	1	0.169	1256	1	1256	3702	4957	7434	1256	2135	tid|86107|MN845868.1	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus A
contig_3214	0.00E+00	97.1	0.971	0	212	0.977	0.995	164	7490	7499	39	7368	7368	7330	12201	tid|39054|MH484067.1	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus A
contig_10594	4.79E-132	70.6	0.706	0	296	0.484	0.113	1567	527	2150	1284	2291	8937	1041	481	tid|2754858|MN609855.1	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	unclassified Picornaviridae genus	Leveillula taurica associated picorna-like virus 1
contig_15445	0.00E+00	86.8	0.868	0	229	1	0.236	1736	1	1736	4513	6248	7347	1736	2086	tid|33757|LR027549.1	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus A
contig_37308	0.00E+00	89.4	0.894	0	118	0.999	0.153	1	1116	1117	2300	3415	7296	1116	1472	tid|568506|FM242866.1	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_48979	0.00E+00	87	0.87	0	934	1	0.971	1	7188	7188	70	7256	7398	7188	8716	tid|42779|JX174177.1	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus C
contig_4110	0.00E+00	84.5	0.845	0	772	0.987	0.756	1	4980	5044	1606	6585	6585	4980	5488	tid|47516|KU574635.1	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B
