,02_GEMM_020_12M,02_GEMM_020_18M,02_GEMM_020_24M,02_GEMM_020_30M,02_GEMM_021_12M,02_GEMM_021_18M,02_GEMM_021_24M,02_GEMM_021_30M,02_GEMM_021_48M,02_GEMM_021_60M,02_GEMM_024_12M,02_GEMM_024_18M,02_GEMM_031_12M,02_GEMM_031_18M,02_GEMM_031_24M,02_GEMM_041_12M,02_GEMM_045_12M,02_GEMM_045_18M,02_GEMM_045_24M,02_GEMM_045_30M,02_GEMM_045_36M,02_GEMM_058_12M,02_GEMM_058_18M,02_GEMM_134_12M,02_GEMM_134_18M,02_GEMM_134_30M,02_GEMM_134_36M,02_GEMM_134_48M,02_GEMM_141_12M,02_GEMM_141_18M,02_GEMM_151_12M,02_GEMM_151_18M,02_GEMM_158_12M,02_GEMM_158_18M,02_GEMM_177_12M,02_GEMM_177_18M,02_GEMM_177_24M,02_GEMM_177_30M,02_GEMM_177_36M,02_GEMM_177_48M,02_GEMM_179_18M,02_GEMM_179_24M,02_GEMM_179_30M,02_GEMM_194_12M,02_GEMM_194_18M,02_GEMM_228_12M,02_GEMM_228_30M
contig_29898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,636,0,0,0,0,0,0,0,2291,0,0,0,0,0,0,0,0,0,0,331,94,0,0,0,0,0,0,0
contig_29905,0,0,0,0,0,0,306,0,0,0,0,0,0,0,2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_2991,0,0,0,0,0,0,0,0,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_29912,0,473,0,0,753,0,0,0,0,0,0,0,733,0,613,1216,0,453,2915,0,228,0,0,494,0,0,0,133,0,807,0,791,405,0,1236,399,545,0,0,568,0,0,0,0,3680,0,0
contig_29916,0,48180,450,0,0,0,0,0,0,0,0,0,0,0,257,0,0,7954,643,0,0,0,0,0,0,2148,0,1680,0,2548,0,155450,2770,8772,0,3576,11582,0,41233,1260,0,0,0,0,23168,0,4911
contig_29936,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0
contig_29956,73567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0
contig_29970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8799
contig_29974,0,0,5133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12346,0,0,0,0,0,25336,0,0,0,0,0,0,0,0,0,18063,0,0,0,0,0,0,0,0,0,0
contig_29978,4059,0,811,0,1066,1652,0,0,0,0,0,0,3667,0,1845,0,0,5998,1151,1585,1466,0,0,0,0,1051,7953,4573,0,0,0,0,1385,0,0,0,588,0,17857,4168,0,467,0,957,0,3141,2043
contig_29984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,164,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,198,0,0,0,0,0,0,0,0,0,0,0
contig_29989,0,0,59,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
contig_29990,1911,9845,1837,0,0,0,0,0,0,0,10756,0,3140,0,1637,0,852,1883,657,542,1404,0,183,0,793,401,6139,31490,4185,12517,751,0,1890,1915,1075,0,9869,0,4031,857,0,876,0,3020,1616,89148,4027
contig_300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,0,147,0,0,0,0,0
contig_30004,3906,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,58,130,127,0,0,0,0,0,0,138,0,0,0,0,0,0,0,674,0,0,0,141,0,46,0,0,0,0,0
contig_30006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,101,0,0,0,0,0,0,414,0
contig_30039,4343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,820,0,0,0,0,0,867,0,0,0,0,0,0,0,350,0,0
contig_30041,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,312,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30049,0,0,0,0,0,0,0,0,0,0,0,0,1104,0,0,0,4113,4350,5775,0,30,0,0,0,0,0,0,0,0,0,0,90030,0,0,0,0,0,0,0,0,0,260,0,13223,4698,5749,0
contig_30067,0,0,0,0,181,0,0,0,0,0,0,0,988,111,0,0,0,0,1221,0,0,0,0,0,0,0,0,0,0,208,0,132,0,0,0,578,0,0,0,0,0,0,0,4721,0,595,311
contig_30086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,232,0,0,0,0,0,0,969,0,260,0,0,0,0,0
contig_30117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,197,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,0,1766,0,0,0,0,0,0,0,0,0,1055
contig_30119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
contig_30136,494,5491,462,0,476,0,0,0,0,0,577,0,259,0,155,407,2514,15975,1600,0,0,0,339,1312,0,212,0,1135,0,4155,3381,5281,5174,3472,1239,816,1345,402,16909,667,0,1254,0,1144,0,9759,771
contig_30138,704,0,0,0,0,0,0,0,0,0,0,0,156,0,281,0,235,625,277,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,398,0,333,0
contig_30147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7717,0,0,0,0,0,0,0,0,2858,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,7422,6845,0,13516
contig_30153,0,0,0,0,0,0,0,0,0,0,0,0,656,0,578,0,0,0,0,0,0,0,0,0,0,4856,0,9688,0,0,0,0,0,0,0,0,0,0,0,1633,0,126,0,0,0,0,8582
contig_30165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4684,0,0,0,65629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,0,0,0,0,0,0,0
contig_302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,0,19262,0,0,0,0,0,0,0,0,0
contig_30200,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,0,0,37,0,69,0,0,0,0,0,0,0,0,0,0
contig_30201,0,0,199,0,0,0,0,0,0,0,0,0,0,0,1385,0,0,209,111,143,485,0,0,0,0,0,6661,24886,0,0,0,0,1765,0,0,500,1604,0,805,8053,0,1010,0,0,0,0,693
contig_30203,0,0,4434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9461,754,0,0,0,0,0,0,0
contig_30208,2122,24891,1375,0,0,0,0,0,0,0,0,716,385,0,290,0,0,4269,733,0,25306,0,0,0,0,2393,7715,5812,0,6726,0,52797,6636,8849,4735,6798,0,0,71802,4624,0,3642,0,11763,7526,92888,9963
contig_30211,420,5462,2311,0,0,0,0,0,0,0,0,0,1876,0,755,0,0,1985,392,441,0,0,0,0,0,1132,0,0,0,2988,0,11592,1074,1237,1244,1261,3862,3375,9578,2796,0,0,0,0,0,0,2084
contig_30220,175,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,84,441,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,38,0,0,0,81,0,0,0,0,832,0,1562,0
contig_30221,0,0,205,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,62,78,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,0,143,0,0,1750,0,0,0,8307,1018
contig_30230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30242,417,3261,3308,0,0,0,0,0,0,0,0,0,0,0,3620,0,380,3410,1128,0,2450,0,5652,0,0,5132,0,16596,0,3149,2508,6361,1495,0,0,2865,0,8796,25470,1639,0,977,0,0,0,0,7600
contig_30252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2443,374,1661,39,241,441,0,0,0,0,0,0,0
contig_30256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,962,0,0,0,0,0,0,0,0,0,4194,0,26502,18097,0,0,0,0,0,0,688,0,0,0,0,0,0,6720,0
contig_30262,0,0,146,0,0,0,0,0,0,0,0,0,0,0,9017,0,0,0,0,0,0,0,0,0,0,0,2941,6545,0,0,0,0,328,0,0,0,0,0,1292,4119,0,0,0,0,0,0,660
contig_30267,0,0,0,0,0,0,0,0,0,0,0,0,7047,204,540,0,2743,2640,634,0,474,0,0,0,0,0,0,829,0,0,26373,1440,4721,0,0,0,513,0,1891,111,0,471,0,5381,5379,0,0
contig_30273,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,80,339,111,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,2040,0,83,0,338,0
contig_30285,1781,95,0,0,0,0,0,0,0,0,23106,0,0,0,153,0,0,0,0,0,104,0,329,0,0,0,2177,1816,990,747,0,0,48,0,0,732,1550,0,226,0,0,1622,0,0,0,7548,911
contig_30287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,87,12,67,79,0,0,0,0,0,29,494,0,0,0,0,0,0,0,87,128,0,83,619,0,96,0,0,0,0,85
contig_30293,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7152,7950,0,0,232,0,0,0,0,0,0,4468
contig_30295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,386,0,0,0,0,0,0,0,0,317,0,0,0,0,0,136,0,0,0,0,0,251,0,420,0,0,0,0,0
contig_303,2150,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971,1943,2867,0,0,0,0,1928,0,0,174,522,0,0,0,0,0,0,0,0,0,0,0,819,1053,1927,0,0,0,0,973
contig_30319,0,0,0,0,0,0,0,0,0,0,0,0,0,185,2286,0,0,0,0,0,0,0,0,0,0,42,78,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30324,0,0,0,0,0,0,0,0,0,0,0,0,61,0,128,0,82,118,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,148,0,0,2181,229,0,49,0,0,0,0,0
contig_30330,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982,297,0,0,0,0,0,0,0,973,0,0,0,0,178,0,0,0,0,0,0,302,0,0,0,0,0,0,0
contig_30333,20257,10046,0,0,0,0,0,0,0,0,59538,0,3905,0,0,14497,19165,13110,19031,0,0,0,0,155845,0,0,0,0,20390,6585,0,186128,69111,49372,17209,0,0,0,0,0,466,578,0,32593,13046,11010,0
contig_30344,249,0,0,0,0,0,0,0,0,0,0,0,98,0,222,0,0,183,219,0,282,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,251,0,110,154,0,0,0,698,68,783,495
contig_30356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0
contig_30372,0,0,0,0,0,0,123,0,0,0,0,0,0,0,6675,0,0,0,0,1667,10378,0,0,0,0,332,2828,5077,0,0,0,0,0,0,649,4497,0,0,4174,3296,0,0,0,0,0,0,0
contig_30379,0,0,0,0,0,0,0,0,0,0,0,0,214,39,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,548,0,0,0,0,0,0,0,0,0,0,364
contig_30381,0,0,0,0,0,0,0,0,63,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_304,2984,65365,478,0,0,0,0,0,0,0,0,0,0,195,269,4037,4805,6688,666,0,0,0,2324,5123,929,2375,3787,1698,0,3465,0,80520,3230,0,9559,4022,14423,3157,49258,1397,0,0,0,25850,26856,202421,5941
contig_30400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,330,0,0,0,0,0,0,622,0,0,0,0,0,0,0,0,0,396,0,0,665,0,0,0,0,0,0,0,1526
contig_30403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608,0,0,0,0,0,0,0,0,0,0,0,4119,0,1656,0,0,0,0,0
contig_30421,8240,0,0,0,0,0,0,0,0,0,0,0,9929,0,0,0,8504,2820,3537,0,0,0,591,0,0,8846,0,0,0,0,0,0,0,0,7315,0,0,0,6292,2934,0,418,0,4130,3455,0,2552
contig_30428,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30432,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,112,2508,0,303,0,0,367,0,0,0,0,193
contig_30435,5277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1611,411,226,0,0,0,27302,1017,0,0,0,0,0,0,4800,109865,0,0,0,54,4448,0,6857,45,0,0,0,0,0,0,50
contig_30446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,81,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,1439,0,0,0,0,0
contig_30462,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4169,1055,623,0,0,0,0,0,277,0,0,0,0,0,3190,0,0,360,1078,0,0,586,0,302,0,0,0,0,0
contig_30482,240,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,4758,10494,1553,0,0,0,1086,0,0,1823,0,5384,0,0,0,0,0,0,0,0,0,0,19944,3648,0,354,0,6175,3528,0,0
contig_30483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,175
contig_30486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,135,0,0,0,0,0,0,0,0
contig_30515,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,143,213,0,0,0,0,0,0,0,1169,892,0,0,0,0,695,0,0,0,0,0,0,2263,0,1731,0,0,0,0,495
contig_30516,757,0,0,0,0,0,0,0,0,0,0,0,2817,0,0,0,2475,459,531,0,0,0,0,0,0,0,0,0,0,0,0,0,894,0,0,275,683,0,0,0,0,0,0,496,0,0,0
contig_30522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30528,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,0,0,0,0,0,0,0,0,0,0,0,0
contig_30534,0,0,120,0,0,0,0,0,0,0,2050,0,171,0,0,0,471,177,343,0,0,0,0,1862,0,0,0,0,654,0,0,3466,4897,5597,0,0,0,121,0,0,0,0,0,771,416,635,0
contig_30537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6103,0
contig_30550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,3751,5984,4226,388,1178,0,0,0,0,1947,0,721,0,0,0,0,16793,0,0,0,0,0,10195,1195,0,0,0,618,0,0,0
contig_30552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,283,0,0
contig_30553,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
contig_306,2070,321,46,0,176,0,0,0,0,0,346,162,2872,687,0,2265,4803,2395,3414,0,0,0,0,8865,0,0,0,0,76,150,0,134,5149,0,409,0,0,0,0,0,2115,2180,0,2857,775,779,0
contig_30611,0,0,0,0,6218,0,0,0,0,0,0,0,2987,0,2203,0,0,4195,25931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14589,0,2059,0,0,1070,0,0,0,0,5423,0,0
contig_30635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,52,0,66,120,0,0,0,0,0,26,0,0,0,0,0,0,0,0,64,82,0,0,548,0,0,0,0,0,0,69
contig_30643,1808,0,677,0,258,100,0,0,0,0,0,0,0,0,187,0,0,0,1869,519,0,0,0,0,0,1706,2842,2197,0,0,0,0,5217,0,0,0,0,0,9732,1157,0,563,0,631,0,0,1323
contig_30648,0,0,2554,0,104,0,0,0,0,0,3356,0,0,0,95,0,0,0,0,0,490,0,0,0,666,0,0,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30650,0,0,0,0,0,0,0,0,0,0,0,0,1192,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37306,0,0,0,704,0,0,0,0,0,0,0,0,0,4368,3030
contig_30662,1669,0,0,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,1412,0,72,180,0,0,0,0,345,0,177,0,0,0,0,0,0,698,118,2524,0,252,833,0,0,0,0,0,0,104
contig_30667,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0
contig_30670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0,0,0,367,0,53,0,0,0,0,0,0,631,0,0,0,0,0,0,0,0,0,0,849,145,0,399,0,0,0,0,0
contig_30685,1491,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,686,1195,715,0,5412,0,0,0,0,16650,0,0,0,0,0,0,0,0,0,0,0,1024,0,7065,0,0,0,0,0
contig_30688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,64,130,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,470,0,1429,0,1500,0,0,492
contig_30694,0,0,0,0,0,0,0,0,0,0,0,0,47,213,0,0,605,400,132,0,0,0,0,0,47,0,0,208,0,0,0,0,47,0,0,207,0,0,2240,165,0,0,0,244,159,0,0
contig_30719,8435,0,2059,0,0,0,0,0,0,0,42111,0,0,0,478,0,0,16375,0,0,0,0,0,0,0,0,0,0,0,0,0,323609,0,30910,31083,21334,44496,0,193788,6384,0,0,0,0,0,495007,12953
contig_30735,0,0,0,267,0,0,0,0,0,19,0,0,0,0,74,0,0,0,3104,1889,0,0,0,0,0,0,6383,0,0,0,0,0,7023,0,0,0,0,0,0,5867,0,2608,0,0,0,0,0
contig_30739,1064,375,0,0,2671,0,0,0,0,0,552,0,100,0,0,12623,0,161,143,0,0,0,4722,294,0,0,0,0,116,784,0,98668,110,177,424,464,2403,0,2944,0,0,0,0,0,0,2809,0
contig_30761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
contig_30764,0,0,0,0,0,0,0,0,43,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0
contig_308,0,0,0,0,0,0,0,0,0,0,0,0,161,145,109,0,671,390,316,0,0,0,0,2981,56,0,0,0,0,0,0,0,8904,0,0,160,147,0,2200,0,0,41,49,2346,677,0,0
contig_30845,138,831,0,0,1634,0,0,0,0,0,0,0,862,0,0,5374,0,553,0,0,0,0,0,917,0,0,0,0,373,0,101,10626,0,0,4165,0,0,0,0,0,0,0,0,186,558,1457,0
contig_30850,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,485,0,0,0,0,304,29,351,0,188,0,0,0,0,0,0,2042,0
contig_30854,2042,3366,378,0,0,0,0,0,0,0,0,0,1183,0,0,0,402,315,5473,11448,7891,0,1996,0,0,0,0,0,0,592,105,435,171,280,654,360,1457,0,1610,835,0,581,0,659,217,0,5150
contig_30860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0
contig_30869,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5821,485,0,0,0,0,0,141,0,0,0,0,0,96,382,0,0,0,0,49,0,115,0,0,0,0,316,0,623,0,323,0
contig_30875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,106
contig_30879,0,0,0,0,0,0,0,0,0,0,1049,0,0,0,0,7635,0,0,0,0,0,0,26861,0,0,0,0,0,9389,1257,0,0,0,0,0,1169,4443,0,6759,0,0,0,0,0,0,186,0
contig_30899,0,0,0,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_309,0,0,3693,0,0,0,0,0,0,0,0,0,0,651,6166,0,0,0,0,0,0,0,0,0,0,0,70,630,5798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,647,0,419,0,0,0,0,0
contig_30911,330,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1627,0,403,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,124,0,264,69,0,0,0,0,0,0,90
contig_30939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5632,2762,1145,0,0,0,0,0,0,1059,0,0,0,0,0,0,0,0,0,0,0,4874,0,89,0,0,0,0,0
contig_30940,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,202,0,0,549,0,0,0,0,0,0,0,0
contig_30942,138,546,0,0,0,0,0,0,0,0,0,0,657,0,0,0,233,162,368,0,0,0,312,1955,0,0,0,0,308,1849,0,1962,320,0,961,112,189,0,0,0,0,246,0,0,419,1441,0
contig_30959,1254,389,0,0,0,0,0,0,0,0,0,0,0,0,69,0,103,56,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,74,0,82,72,0,0,0,861,188,0,0
contig_30965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,933,0,0,0,0,0
contig_30973,1521,0,0,0,0,0,0,0,0,0,0,0,160,0,0,3912,0,0,0,0,0,0,0,0,0,0,0,0,0,2172,0,5852,6435,0,628,0,0,0,0,0,0,0,0,0,0,0,0
contig_30983,655,8168,1060,0,0,0,0,0,0,0,0,0,2670,0,135,0,1903,4561,1692,0,1181,0,316,0,0,0,525,2243,0,384,2448,6626,1987,2399,1672,0,364,145,8277,1447,0,0,0,1664,1303,1472,1998
contig_30986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,1893,0,0,699,1086,0,0,0,0,0,0,0,0,0,0
contig_30992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,231,78,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,197,186,208,88,69,0,0,0,0,0,109,451,0,0,0,0,265,0,0,70,0,0,604,307,0,248,0,0,0,0,0
contig_31012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
contig_31023,0,0,0,0,0,0,0,0,0,0,0,0,0,610,6572,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_31027,0,0,0,0,0,0,0,0,20,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_31028,898,323,789,0,166,0,0,0,0,0,0,0,436,0,341,0,2556,6394,895,788,4378,0,646,0,0,1681,2782,5900,0,157,1413,1059,1792,3355,1542,0,375,172,15514,2926,0,831,0,3645,1501,1569,632
contig_31043,0,0,0,0,0,0,0,0,0,0,0,0,0,56,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_31058,0,0,0,0,632,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_31061,1481,11807,3901,0,1172,0,0,0,0,0,25373,0,1289,0,0,19248,9056,15238,560,0,0,0,4346,0,0,0,0,0,9961,19184,7958,2060,3051,4518,3601,947,13070,191,0,0,0,1678,0,10729,8171,130786,0
contig_31097,0,0,0,0,19,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_31099,0,0,2609,0,0,0,0,0,0,0,0,0,1297,0,0,0,0,333,1972,0,0,0,0,0,0,0,0,238,0,0,0,1137,1024,7940,0,1639,0,0,0,0,0,0,0,0,2623,0,0
contig_31105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0
contig_31115,442,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,316
contig_31122,0,4497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2699,0,0,0,0,0,0,0,1483,0,0,1414,3275,0,0,0,0,0,0,0
