,02_GEMM_006_12M,02_GEMM_006_18M,02_GEMM_006_24M,02_GEMM_006_30M,02_GEMM_006_36M,02_GEMM_006_48M,02_GEMM_010_12M,02_GEMM_010_18M,02_GEMM_010_24M,02_GEMM_010_30M,02_GEMM_013_12M,02_GEMM_013_18M,02_GEMM_013_24M,02_GEMM_019_12M,02_GEMM_019_18M,02_GEMM_019_24M,02_GEMM_019_30M,02_GEMM_019_36M,02_GEMM_019_48M,02_GEMM_027_12M,02_GEMM_027_18M,02_GEMM_030_12M,02_GEMM_030_18M,02_GEMM_030_24M,02_GEMM_034_12M,02_GEMM_034_18M,02_GEMM_035_12M,02_GEMM_038_12M,02_GEMM_038_18M,02_GEMM_038_24M,02_GEMM_038_30M,02_GEMM_038_36M,02_GEMM_047_12M,02_GEMM_047_18M,02_GEMM_047_24M,02_GEMM_047_30M,02_GEMM_050_12M,02_GEMM_050_18M,02_GEMM_050_24M,02_GEMM_050_30M,02_GEMM_050_36M,02_GEMM_050_48M,02_GEMM_070_12M,02_GEMM_070_18M,02_GEMM_070_24M,02_GEMM_070_30M,02_GEMM_077_18M,02_GEMM_090_12M,02_GEMM_090_18M,02_GEMM_090_24M,02_GEMM_090_30M,02_GEMM_101_12M,02_GEMM_101_18M,02_GEMM_115_12M,02_GEMM_115_18M,02_GEMM_115_24M,02_GEMM_115_30M,02_GEMM_115_36M,02_GEMM_115_48M,02_GEMM_120_12M,02_GEMM_120_18M,02_GEMM_174_12M,02_GEMM_174_18M
contig_35039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,42,0,218,0,0,0,0,0,0,0,0,0,0,0,224,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
contig_35048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2971,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56399,4506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35064,313,0,412,0,0,0,0,0,0,0,0,0,153,587,1304,0,0,0,0,2535,0,0,328,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,0,0,3430,214,0,0,0,0,0,0,0,0,0,0,1860,0,0,0,0,0,0,0,0
contig_35072,3095,0,0,0,0,0,0,0,0,0,0,0,725,0,2379,2776,0,0,2739,0,0,0,55339,1040,0,0,0,0,0,0,0,0,0,830,0,0,0,0,2211,0,0,2740,4785,4570,0,0,118,0,0,0,0,0,208,0,21026,1054,752,0,1644,0,485,0,26566
contig_35078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1821,0,0,0,0,0,0,0,9042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636
contig_35129,0,0,0,0,0,0,0,0,0,0,0,0,70,0,126,0,0,59,0,0,0,0,1088,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0
contig_35134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
contig_35149,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,16775,0,316,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182
contig_35167,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,214,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,8790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35197,0,0,200,0,0,0,0,0,0,0,0,0,0,4243,176,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826,0,0,0,0,1148,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0
contig_35199,0,0,0,0,0,0,0,0,1014,0,3104,0,0,0,0,0,0,0,0,0,0,16249,1187,581,0,0,0,3573,414,0,203,0,0,0,0,0,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,2323
contig_352,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35216,7844,53813,1843,0,0,0,13390,3800,16588,0,6220,243,3389,10544,36456,0,0,0,0,1956,8846,608,3449,18759,0,16095,904,1951,0,0,63,102,5764,34690,0,0,2870,646,1187,5087,316,8141,8181,17288,0,0,0,0,0,0,0,177,0,25216,5002,0,158,0,0,0,0,0,398
contig_35228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,24,0,0,0,0
contig_35245,0,0,0,0,0,0,0,0,0,0,1084,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35253,0,0,0,0,0,0,0,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,4165,0,0,0,0,2277,0,0,0,294,125,0,0,0,0,40,0,0,0,0,0,1808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093,0,0
contig_35261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5823,0,0,0,0,11949,0,4742,5576,3084,0,3008,0,0,0,0,1862,8751,2222,613,0,0,0,3373,53136,951,0,0,7551,0,0,0,0,0,0,0,0,0,0,0,538,0,0,0,0,0,0,0,5577
contig_35289,962,6041,0,0,0,0,0,0,0,0,89,0,0,0,356,0,0,0,0,628,0,0,0,1269,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
contig_353,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35303,128,361,0,0,0,0,0,0,153,0,0,284,0,365,0,0,0,0,0,1644,0,0,512,36222,0,0,0,1498,0,0,0,0,0,0,0,0,0,0,474,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732,2126
contig_35314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,94,0,0,177,5262,0,0,67,0,0,2603,370,2541,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35330,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247
contig_35335,0,0,0,0,0,0,0,0,0,0,0,0,413,422,1048,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,0,0,0,0,0,0,0,0
contig_35339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35344,0,0,0,0,0,0,0,0,0,0,0,0,382,251,1893,0,0,192,0,1635,144,0,0,5020,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1554
contig_35346,0,0,0,0,0,0,0,0,0,0,0,0,338,0,826,0,0,0,0,1634,0,0,0,6235,0,0,0,2875,0,401,0,93,0,0,0,0,0,0,1705,0,0,0,0,41,0,0,0,0,0,0,0,203,0,0,48,0,67,0,0,0,0,0,956
contig_35360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,5566,3071,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573
contig_35381,0,18462,0,0,0,0,0,0,1916,0,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,92
contig_35387,0,0,177,0,0,0,0,0,0,0,0,0,0,0,1225,0,0,0,0,0,0,0,484,2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
contig_35396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,744,153,0,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636,0,0
contig_35397,0,0,0,0,0,0,0,841,0,0,0,0,0,0,164,0,0,0,0,0,0,5843,10204,14734,0,0,0,0,0,0,354,68,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,1064
contig_35411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,0,0,178,0,0,0,0,0,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35415,0,0,0,0,0,0,0,1551,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,3418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3119,0,0,2641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35427,2904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5767,3527
contig_35451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35453,0,0,0,0,0,0,8400,1240,0,0,0,348,0,0,0,0,0,0,0,0,0,1280,0,0,0,0,1097,0,0,0,193,0,2724,0,0,0,28,0,0,0,1358,0,207,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0
contig_35461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35471,0,109,0,0,0,0,0,266,0,0,29758,371,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,57,0,16984,0,0,0,0,129,642,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,64,0,0,0,0,0,0,0,486
contig_35487,341,0,3307,0,0,0,0,0,2156,0,0,180,320,6794,4552,0,0,0,0,1093,0,24440,0,1198,0,523,0,0,456,0,193,0,0,0,0,0,0,427,405,0,0,0,1862,0,0,0,0,0,0,0,0,1018,0,0,48,0,467,0,0,0,0,0,3773
contig_35489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,5526,0,0,0,1644,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,52,0,0,0,0,0,2509
contig_35493,0,0,0,0,0,0,0,0,0,0,318,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,3944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,4577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,940
contig_355,0,0,0,0,0,0,0,245,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35508,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,0,0,0,0,0,1206,0,0,1921,33050,0,0,0,0,966,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,990
contig_35526,0,215,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,1026,0,0,0,522,0,0,0,0,0,0,0,0,46,360,1680,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,224
contig_35541,0,4643,0,0,0,0,0,0,0,0,0,0,358,0,5189,342,0,540,0,0,36,0,668,0,0,863,0,0,121,1291,3245,536,0,0,0,0,10444,0,5533,38,0,1775,1341,69,0,0,0,0,0,0,0,1257,21,0,0,0,382,18,0,0,0,0,614
contig_35557,0,0,0,0,0,0,0,268,0,0,18229,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
contig_35570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,24,0,0,0,0
contig_35579,0,0,0,0,0,0,0,0,0,0,0,130,0,0,98,0,0,67,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35591,0,0,0,0,0,0,0,0,0,0,0,800,0,2719,2372,0,0,0,0,0,0,0,0,1573,0,305,0,1140,0,0,0,0,0,0,0,0,0,217,1859,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,81,0,0,0,0,0,0,0,0,0,0
contig_35611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,798,0,9750,0,0,0,0,0,0
contig_35613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35616,164,783,0,0,0,0,0,1086,0,0,663,0,0,1327,1551,0,0,0,0,0,0,726,650,0,0,0,1986,1065,118,0,219,220,225,0,0,0,0,918,666,0,279,0,0,0,0,0,0,0,0,0,0,290,0,0,89,0,0,0,0,0,0,0,0
contig_35622,0,91,0,0,0,0,0,48,0,0,138,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,448,117,3634,0,0,0,0,0,0,0,115,2047,253,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948
contig_3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8404,8310,6059,0,0,0,0,0,0,0,0,0,0,0,0
contig_35711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
contig_35729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,399,0,0,79,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0
contig_35731,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35732,0,0,0,0,0,0,0,10742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14430,0,76,0,0,0,0,0,0,10022,0,0,0,0,14064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35735,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,785,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35743,0,0,0,0,0,0,0,0,1209,0,1621,0,0,0,0,0,0,0,0,0,0,0,231,655,0,0,0,0,0,0,70,130,0,0,0,0,1704,0,2000,91,0,210,731,0,0,0,0,0,0,0,0,0,0,0,75,115,0,0,109,0,0,0,0
contig_35752,0,0,0,0,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,0,0,0,0,554,0,161,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261
contig_35756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35785,0,0,0,0,0,0,0,0,820,0,243,0,0,41,0,0,0,0,0,0,0,381,62,0,0,0,0,102,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,369
contig_3579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5978,0,0,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35796,0,0,0,0,0,0,0,0,25326,0,0,0,0,0,1253,0,0,0,0,0,0,224,411,0,0,0,0,0,760,0,388,0,0,0,0,0,373,0,0,0,0,709,0,0,0,0,0,0,0,0,0,0,0,0,2336,0,732,0,0,0,0,0,517
contig_35809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4208,2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
contig_35846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,505,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0
contig_35856,0,504,0,0,0,0,0,0,0,0,0,211,76,0,0,0,0,0,0,0,0,0,42,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35866,0,185,0,0,0,0,0,54,0,0,28027,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,16677,0,0,0,0,145,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,83,284
contig_35874,0,0,0,0,0,0,0,0,0,0,0,0,71,262,183,0,0,0,0,0,0,0,92,204,0,0,0,0,0,0,0,0,0,0,0,0,573,0,1191,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,0,0,0,0,0,0,0,0,0,2353,413,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1508,3543,2695,0,1393,0,488,0,0,335,546,0,0,0,0,0,0,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
contig_35899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
contig_35905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,36,0,0,0,0,0,0
contig_35913,0,0,0,0,0,0,0,0,0,0,50,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,25,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,24,0,0,0,0,0,516,0,353,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,196,0,0,0,0,0,0
contig_35966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_35970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138
contig_35981,0,0,0,0,0,0,0,0,0,0,0,0,409,0,1996,0,0,0,0,0,0,0,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040
contig_35982,0,0,0,0,0,0,0,0,0,0,0,0,52,0,392,0,0,31,161,2794,0,0,369,452,0,0,0,0,0,0,0,0,0,104,0,0,0,0,5796,0,0,122,1336,301,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0
contig_35984,0,5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,638,0,4590,0,0,0,0,102,0,0,0,0,0,1681,0,1994,0,0,0,653,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,838,1995
contig_35988,0,0,0,0,0,0,0,4897,0,0,0,0,5533,0,0,0,0,5691,59,0,0,2019,11369,906,0,0,0,0,0,0,757,0,0,34,0,0,0,1923,6296,0,0,574,2594,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,0,0,0
contig_35990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,473,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0
contig_36005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_36007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,536,33452,0,396,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,183,0,112,0,0,0,0,0,0
