,01_GEMM_001_12M,01_GEMM_001_18M,01_GEMM_001_24M,01_GEMM_001_30M,01_GEMM_001_36M,01_GEMM_001_48M,01_GEMM_001_60M,01_GEMM_009_12M,01_GEMM_009_18M,01_GEMM_009_24M,01_GEMM_009_30M,01_GEMM_009_36M,01_GEMM_009_48M,01_GEMM_009_60M,01_GEMM_014_12M,01_GEMM_014_18M,01_GEMM_014_24M,01_GEMM_014_30M,01_GEMM_014_36M,01_GEMM_014_48M,01_GEMM_026_12M,01_GEMM_026_18M,01_GEMM_026_24M,01_GEMM_026_30M,01_GEMM_026_36M,01_GEMM_026_48M,01_GEMM_026_60M,01_GEMM_041_12M,01_GEMM_041_18M,01_GEMM_041_24M,01_GEMM_041_30M,01_GEMM_052_12M,01_GEMM_052_18M,01_GEMM_052_24M,01_GEMM_052_30M,01_GEMM_052_36M,01_GEMM_052_48M,01_GEMM_052_60M,01_GEMM_061_12M,01_GEMM_061_18M,01_GEMM_061_24M,01_GEMM_061_30M,01_GEMM_061_36M,01_GEMM_061_48M,01_GEMM_061_60M,01_GEMM_079_12M,01_GEMM_079_18M,01_GEMM_079_24M,01_GEMM_079_30M,01_GEMM_079_36M,01_GEMM_079_48M,01_GEMM_079_60M,01_GEMM_081_12M,01_GEMM_081_18M,01_GEMM_085_12M,01_GEMM_085_24M,01_GEMM_093_12M,01_GEMM_093_18M,01_GEMM_106_12M,01_GEMM_106_18M,01_GEMM_106_30M,01_GEMM_106_36M,01_GEMM_106_48M,01_GEMM_119_12M,01_GEMM_119_18M,01_GEMM_119_24M,01_GEMM_128_12M,01_GEMM_128_18M,01_GEMM_128_24M,01_GEMM_128_30M,01_GEMM_128_36M,01_GEMM_128_48M,01_GEMM_128_60M,01_GEMM_150_12M,01_GEMM_150_18M,01_GEMM_150_24M,01_GEMM_150_30M,01_GEMM_150_36M,01_GEMM_150_48M,01_GEMM_151_12M,01_GEMM_151_18M,01_GEMM_151_24M,01_GEMM_151_30M,01_GEMM_151_36M,01_GEMM_151_48M,01_GEMM_151_54M,01_GEMM_175_12M,01_GEMM_175_18M,01_GEMM_175_24M,01_GEMM_175_30M,01_GEMM_175_36M,01_GEMM_175_48M
contig_30372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,2385,0,805,0,0,0,0,465,0,0,0,0,201,0,0,0,1682,0,0,0,854,6035,0,0,0,1043,0,0,0,0,0,0,0,0,795,1306,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9611,0,0,3458,0,0
contig_30379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,1102,0,0,0,0,0,0,104,0,0,0,0,0,553,0,49,302,0,0
contig_304,0,769,0,98,0,0,0,0,0,0,0,0,0,0,0,2156,0,0,0,0,0,0,0,0,0,0,0,0,8072,2483,0,374,4774,0,0,0,0,0,171,594,0,0,0,0,0,3311,8988,4172,0,0,968,16,2993,0,63237,0,187,0,532,7207,3214,454,0,872,0,0,0,393,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777,0,378,4939,0,0
contig_30400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,388,64,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30403,0,818,0,1325,0,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,2988,1123,0,0,0,0,0,2227,0,0,0,0,0,2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6109,0,0,0,0,0,0,0,0,0,0,0,0,1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2827,0,1413,0,0,0,0,0,6762,86,5031,6311,7806,615,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0
contig_30432,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,2093,26756,1379,0,0,0,0,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,0,0,0,0,365,0,0,0,8615,0,0,0,0,3810,1272,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,370,0,0
contig_30446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30462,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2226,0,0,0,0,0,0,0,264,0,0,0,60,3791,0,0,0,0,0,0,0,0,62,0,0,0,0,0,4477,0,0,0,4343,0,0,0,0,0,0,0,648,0,0,706,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2274,0,0,0,0,0,0,0,0,0,0,0,0,4475,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,846,0,0,987,0,232,0,0,0,0,0,0,0,0,0,3729,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0
contig_30483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3032,0,0,0,0,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,997,0,0
contig_30494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,406,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30515,0,0,0,295,0,0,0,0,0,0,0,0,0,0,430,0,236,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,1919,0,0,0,0,0,0,1323,0,0,0,1222,2121,0,0,0,0,0,1451,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
contig_30516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,10365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3030,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0
contig_30534,0,341,0,0,0,893,0,0,0,0,0,0,0,0,2750,5502,0,0,0,0,0,0,0,0,0,0,0,0,3056,1404,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,356,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0
contig_30550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,4114,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,2803,0,421,0,0,347,0,0,0,0,0,5247,0,0,0,6782,1281,0,0,0,0,0,732,3891,135,0,0,0,0,0,0,0,0,0,0,3193,0,0,0,0,0,0,0,0,0,0,0
contig_306,195,0,0,0,0,0,997,0,0,0,0,0,0,0,0,65,66,0,0,0,0,0,0,0,0,0,0,25,16082,389,0,308,0,0,0,0,0,0,0,267,0,0,0,0,0,370,264,0,0,0,0,0,0,330,0,0,493,176,0,696,4338,1372,0,0,0,0,116,0,0,0,0,0,0,3516,0,2614,0,0,0,0,31,0,0,0,0,0,498,0,0,0,0,0
contig_30611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20042,0,0,0,0,0,0,0,0,0,0,0,0,3559,157,0,4558,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,4782,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62290,0,0,7984,0,0
contig_30635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,239,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,165,0,0,27,0,0,0,108,0,0,0,0,0,856,0,0,0,0,0,121,246,0,0,0,0,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30643,0,0,0,816,239,1041,1470,0,0,0,0,0,0,0,805,0,393,0,0,0,0,0,0,0,0,0,0,0,1379,2798,0,727,934,0,0,0,0,927,0,0,0,0,0,0,0,0,4839,669,894,970,238,0,0,0,0,0,0,0,0,0,5121,1893,0,0,1250,0,0,0,0,0,0,0,0,884,0,0,0,0,0,0,1698,0,0,0,0,0,1157,0,59,2592,0,0
contig_30648,0,0,421,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,487,82,0,0,0,0,0,1651,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,201,0,0,0,0,0,0,2226,0,0,0,0,0,0,0,0,82,0,0
contig_30662,0,12212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,1965,0,0,149,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,101,0,0,0,0,74,0,228,403,0,0,1882,25791,1420,62,194,0,0,0,1193,508,45,32,64,0,811,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
contig_30667,0,0,0,0,0,0,4601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,0,0,0,0,0,0,0,0,0,0,0,1779,0,0,0,0,0,0,0,0,0,0,0,0,952,0,0,0,0,0
contig_30670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3422,0,493,109,615,706,0,0,0,0,0,0,0,314,0,0,0,0,0,1950,0,0,0,0,0,3042,0,0,0,0,0,0,0,0,0,0,0,0,1323,0,0,261,0,0
contig_30685,0,1919,7013,1202,848,0,0,0,0,0,0,0,0,0,1662,0,2772,0,0,0,0,274,0,0,0,354,0,0,0,0,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5446,0,0,0,0,0,0,0,403,0,0,0,0,6854,1948,0,0,0,0,0,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30688,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,1126,0,0,0,0,993,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0
contig_30694,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,73,0,0,758,53,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,174,0,0
contig_307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1342,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0
contig_30717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,223,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,112,0,0
contig_30719,0,0,0,0,0,0,0,0,0,0,115,0,0,0,11654,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,558,1450,0,0,0,0,0,0,1091,0,0,0,0,0,7444,13767,0,3549,4053,1397,0,0,0,0,0,0,0,0,15998,0,0,0,0,2153,0,0,0,5749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8092,0,0,0,0,0
contig_30735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,66,0,0,0,0,0,1192,0,119,0,0,0,0,0,0,0,459,0,0,15248,0,5456,0,0,264,0,0,1449,457,0,0,0,0,0,5736,0,0,0,7379,0,0,0,0,0,0,0,0,0,0,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30739,0,524,0,0,0,0,24,0,0,0,0,0,0,0,322,5859,0,0,0,0,0,0,0,0,0,52,0,282,315,113,0,0,0,0,0,0,0,0,128,28,0,0,0,0,0,56,0,0,0,0,0,0,0,3406,0,0,0,0,0,574,342,0,0,312,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,1369,0,0,0,0,0,0,0,0,1585,0,0
contig_30761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,160,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,17317,7889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,0,913,0,0
contig_308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,16317,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,701,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,142,0,0
contig_30811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1786,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0
contig_30814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,18,0
contig_30830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,10965,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30845,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,3308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,158,0,0,0,0,0,0,0,0,0,0,0,0,614,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,111,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30854,0,150,0,188,902,416,0,0,0,0,0,0,0,0,2641,143,1923,0,0,0,0,0,0,0,0,0,0,27,49,0,0,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,1194,0,581,0,0,0,0,60,923,0,304,1177,1011,408,0,0,0,0,0,0,0,278,519,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,182,0,0,246,0,0
contig_30860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145,111,0,642,0,0,139,0,0,123,0,0,0,16663,1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,110,320,0,0
contig_30869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0
contig_30875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636,0,0,0,0,0,0,182,0,0,0,65,0,0,0,0,0,46933,0,0,0,0,0,0,34,0,0,0,0,0,5299,0,0,0,0,0
contig_30879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084,0,1164,33,0,0,0,0,0,0,0,0,0,0,3308,0,0,0,0,0,0,0,300,3556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,92,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,539,0,0
contig_309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,147,109,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,15950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,4925,0,0
contig_30902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,64,48,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30911,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,46,0,0,0,0,0,0,0,260,0,0,0,6751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,268,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30942,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,1602,157,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30959,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30965,0,0,0,116,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,229,0,0,0,0,142,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5832,0,0,0,0,0,0,0,0,0,0,0,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30983,29,686,285,0,0,231,0,0,0,0,0,0,0,0,5931,3115,1095,0,0,0,0,0,0,0,0,0,0,0,514,3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,0,753,844,507,366,0,0,0,0,0,702,0,3239,684,5158,165,0,0,151,0,0,228,0,0,0,0,0,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_30997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,304,0,0,0,0,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,0
contig_31023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,239,0,0,0,138,209,0,0,0,0,0,0,0,0,0,0,0,0,607,0,0,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,0,0
contig_31028,0,145,890,311,0,533,0,0,0,0,57,0,0,0,2168,185,1720,0,0,0,0,0,0,0,0,39,0,0,292,2641,600,450,0,0,0,0,0,0,0,0,0,0,0,0,0,368,933,683,1668,540,240,0,0,0,0,0,824,0,0,794,5712,668,0,0,447,0,0,192,528,0,0,0,0,2079,0,804,0,0,0,0,284,0,0,0,0,0,226,0,0,391,0,0
contig_31049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0
contig_31058,0,7099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,166,128,298,481,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,1452,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0
contig_31061,0,0,328,0,0,0,5320,0,0,0,0,0,0,0,6659,3328,679,0,0,0,0,0,0,0,0,0,0,939,850,0,0,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,2561,0,2130,1276,0,0,0,0,4055,0,0,369,0,1841,6783,4378,2778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43299,0,0,0,0,0,437,0,0,0,0,0
contig_31097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,885,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_31099,0,0,27675,0,0,0,0,0,0,0,0,0,0,0,0,0,14918,0,0,0,0,0,0,0,0,0,0,0,1119,13440,0,0,0,0,0,0,0,0,0,821,0,0,0,0,0,0,0,0,504,691,0,0,0,0,0,0,292,0,0,0,13921,0,0,0,345,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
